# key_policy=split_keyset rounds=8 n_pairs=10000 seed=42
c0l,c0r,c1l,c1r,delta_left,delta_right,v0,v1,label
39858,25644,54281,15927,20411,23067,65438,59966,1
49565,29058,12391,12485,61946,16711,45087,162,0
53616,1212,53032,34225,7768,33037,54732,19097,1
17417,3044,19579,49100,2162,46120,20461,62391,0
49855,17447,24969,42869,41782,58194,34456,50940,1
10339,54324,8238,46744,2125,25260,64599,38582,0
20840,19395,3807,18536,24503,939,6827,18103,1
30465,38725,36663,25040,63542,63125,57412,61159,0
57407,13390,5942,58538,63241,53476,54385,62364,1
59560,59026,46355,11522,23995,52112,3642,38929,0
52403,40215,64022,7528,13989,32895,20900,59262,1
44625,42381,18048,39069,59601,15632,3036,56861,0
62131,33986,55867,39580,10376,7774,30321,16551,1
32098,2761,34414,53084,64268,50581,30635,18738,0
19112,44094,39510,13627,53502,39173,59030,44909,1
51244,21543,28021,2715,42329,24252,39947,26606,0
41582,1401,21202,33862,61628,33087,42775,54932,1
45053,61129,18440,17996,59381,43141,16692,3652,0
50323,53065,27526,31192,44821,46737,3034,4702,1
34449,7504,25288,5117,58457,3757,39873,28981,0
50247,3837,31472,10339,48823,9886,51898,21139,1
61989,51453,48608,41129,20421,26708,15064,7497,0
42282,28494,4780,11821,46982,16739,51812,15489,1
38913,12608,11030,9442,45847,5538,43329,4084,0
38596,41804,9204,54832,46384,30076,13704,62916,1
20287,31068,13047,39709,32200,57921,13923,43498,0
20301,45548,48908,19464,61505,64996,65185,62212,1
24808,55892,38793,47267,63329,25335,47804,12074,0
22313,60883,27372,11706,15813,49257,47866,18262,1
3094,22118,44179,41920,41093,62886,23152,3923,0
59353,58508,45869,57614,21748,1410,853,21027,1
10050,51793,43749,19929,36263,34696,60691,59196,0
29547,50613,56919,24197,44348,39728,46814,32978,1
53732,36014,49404,32948,4376,3098,23882,16456,0
2727,57446,17017,1098,18654,58412,60097,17971,1
39493,50652,63480,23783,28093,39227,24473,43807,0
35064,15523,34025,53571,3089,60896,46171,21930,1
31720,29276,25436,96,6324,29244,2484,25404,0
2344,47015,10381,57291,8613,26732,48783,63302,1
25340,60562,48627,41064,57103,19706,36462,7579,0
19803,14329,49590,26922,36077,24275,31394,43164,1
38088,4980,24455,42614,52047,46338,34748,63985,0
39296,35299,18858,8289,53290,43394,4195,27083,1
10240,10990,29490,42271,23346,36849,750,54829,0
55322,7222,64413,22977,9095,17911,50220,41564,1
5120,54701,39381,23348,36309,36505,49581,49889,0
32930,27720,48547,41036,15617,52228,60650,7663,1
32831,27509,26732,2604,59475,24921,60234,25152,0
41648,15903,31009,19274,56209,30037,40111,12907,1
14264,23324,52271,13076,64407,26632,27812,65339,0
18713,46065,13449,16330,32144,35899,64232,2883,1
58922,60533,38662,41807,28972,20282,2655,13385,0
35150,42048,57293,7645,22147,47517,11534,49680,1
43390,13659,39210,42632,12372,37843,39973,16290,0
60444,6765,52759,47845,8715,41096,63089,29938,1
13271,61462,63340,38686,50363,26376,50113,24690,0
12426,22522,30595,25402,18185,13504,26480,5305,1
9892,39771,13974,23639,4146,50956,48639,27329,0
46993,11857,20383,17169,63502,27968,39360,3214,1
54473,24660,8362,43102,62563,51210,46237,35060,0
28857,49283,22016,39487,9913,23228,45114,52287,1
54405,9161,29069,13347,42248,6122,63308,17838,0
8893,60462,31330,61257,22751,871,52883,38187,1
40819,43808,35776,17047,5299,59831,13395,51543,0
9191,3156,25298,30727,16693,29779,12211,6869,1
7232,17552,416,28661,7648,11109,22736,28245,0
29264,19483,40809,24434,60729,4969,15947,49179,1
22071,29307,43877,51162,64850,46497,9292,27839,0
17105,38879,47963,9244,63882,46019,54542,40775,1
61200,61628,9766,51522,51510,14846,8108,61284,0
55944,58666,63223,25746,11391,33208,16290,37477,1
51865,55651,30792,61922,45777,10369,5114,35242,0
45356,9172,47715,18767,2895,27291,37624,62252,1
53961,25887,44099,14436,32394,23931,47062,37927,0
63973,20363,13033,21469,51980,7254,46702,24884,1
45262,40052,8765,20589,37619,52249,11450,29264,0
48523,42398,63399,28895,18988,54593,6165,34680,1
50990,3702,57809,9706,9983,11164,51544,50235,0
41940,6831,25708,25759,51128,32304,47483,243,1
26998,20440,65428,59582,38626,42854,9902,5930,0
22687,21618,42965,5526,65354,16868,3309,45635,1
38303,35553,12249,52589,47686,18316,8062,58036,0
16020,22187,25273,4634,23597,17585,26687,28835,1
35964,32483,64658,34458,28910,63609,62111,31240,0
28203,52102,45364,32877,57119,19435,42413,12633,1
37260,63753,49510,33401,20714,31600,26757,17183,0
47543,31314,40765,25419,9866,6425,50149,64630,1
15403,17035,40554,10364,41537,27383,32416,46614,0
30449,1380,20483,51024,9970,49716,29589,38739,1
27920,58195,57209,13251,45673,53392,36419,60602,0
39501,51059,37500,42769,2097,24674,23870,13677,1
29467,38901,60447,62551,40708,25506,58606,6216,0
50748,43958,62822,60843,13146,17949,28042,6349,1
24291,13714,27484,54546,13759,57472,27505,48718,0
62327,34966,56752,22674,11975,53252,31713,34082,1
18543,63928,58283,4981,43972,60109,45527,61662,0
56321,53369,34354,50693,23091,5756,3192,16439,1
16328,50581,28272,50215,20920,434,64093,43607,0
34413,44667,18609,30982,52956,55165,10262,12727,1
47554,62883,26651,11743,53721,55420,19553,17860,0
31398,42699,34870,27928,62096,52179,56429,58670,1
52321,55863,32913,64780,19696,10043,5718,32157,0
7169,61463,56483,61541,49314,114,60438,11462,1
27187,61631,62118,12294,39061,49337,39564,49824,0
56281,3050,35497,28369,20848,25915,53299,58488,1
43407,13911,14146,38394,40653,41901,40920,41656,0
53395,19509,13197,15162,58142,30479,40102,2231,1
3492,3056,18324,60369,18992,57377,1620,44101,0
1777,8209,47365,13067,49140,4890,9952,35342,1
63104,25239,36864,22667,26240,14876,37911,51339,0
44806,36520,10262,44743,34576,8303,8622,34513,1
30785,44242,3741,39411,30428,13601,54419,38766,0
51540,7596,44437,12511,25793,11635,54520,40266,1
1117,35553,51872,4396,52989,39885,36540,56204,0
28908,12305,44313,58971,56821,54858,16637,19266,1
61269,54487,37705,50196,31772,4291,15234,22365,0
30911,53595,16493,56778,14546,3217,43492,40359,1
16113,11788,61686,12091,52743,311,4349,57293,0
40125,52621,57258,10769,17175,59292,20784,62907,1
53579,21840,8078,18695,52933,7255,33819,22153,0
3245,42747,45563,45686,48470,5261,43606,909,1
44984,33412,1488,51097,43624,17693,11580,49737,0
25239,12187,64698,63529,40493,55218,19724,1171,1
13796,48201,44210,59641,39254,21680,35245,17483,0
39333,42633,58149,57709,31360,18404,16172,584,1
34852,2791,31045,9788,61793,11483,33475,24441,0
37912,28377,25654,37690,61486,64995,64193,63244,1
58324,44939,25397,62140,32993,23863,19551,37257,0
20667,27880,29852,11362,9255,16522,15443,22782,1
64682,64914,48403,36975,16825,28157,312,11644,0
31606,37534,45443,53363,51957,17133,59880,25072,1
49462,52181,61483,29213,12573,47560,2787,33334,0
35411,31998,19038,56128,49165,42942,63149,37150,1
47985,39993,32485,12953,50580,44704,10056,19580,0
31825,6337,36592,64157,62113,57948,25744,29805,1
61165,59262,58543,17241,2626,42023,2451,42998,0
15593,16232,34965,53150,46204,61686,897,18187,1
16666,10045,29903,33901,13781,41808,26151,61602,0
21738,9413,52558,8277,39332,1168,28719,60699,1
43907,56901,14317,38283,40046,19406,30150,41574,0
23115,39337,42081,33082,65066,6291,50146,9563,1
5407,17621,2544,30624,7407,13173,20938,32336,0
35007,42352,59337,64050,28534,24386,11727,7675,1
3895,214,15925,11491,12546,11317,4065,4822,0
50688,61261,48455,48757,31559,20792,10573,818,1
56632,15198,30325,61650,43853,52108,58982,34471,0
5889,26124,64885,12008,60020,18660,28941,54173,1
23172,8784,50787,45598,40167,36942,30932,29821,0
23140,46958,42968,6927,64956,44129,60682,48343,1
55746,64599,58712,18245,15514,47890,9621,41501,0
59970,23977,24728,20819,35546,3322,47083,12747,1
33478,16878,48120,12517,14654,28939,49960,35613,0
13163,28662,36111,14638,48740,22232,23709,46113,1
42142,44682,36747,9060,11029,36334,2580,44271,0
47359,63938,63317,5455,20394,60557,16701,57882,1
55028,41056,17695,12670,37867,37150,30356,29793,0
25381,60046,36920,16626,62237,43644,35243,53450,1
7289,46760,13072,43107,12137,7883,43729,39795,0
41159,29933,31895,61608,56400,33861,54314,35903,1
32046,17551,65240,37361,33782,54654,14753,28457,0
50588,6359,26598,50927,41594,56888,56651,41225,1
56423,3828,5133,8946,51306,11270,53907,14079,0
60187,9080,59063,25393,3500,16457,51299,34182,1
13178,19262,34486,33941,46540,53163,30788,547,0
29243,59847,1438,61406,30629,1561,39932,59968,1
25909,42766,37374,45308,62667,6130,49723,8450,0
21466,2017,9401,11849,30563,10664,21563,2800,1
31271,56419,27224,16715,4223,40232,42564,11027,0
819,43350,14312,11656,13531,34014,43621,6752,1
19889,50168,37616,54244,57153,4124,36425,16660,0
27092,51795,56735,6519,46155,54052,41863,50408,1
33927,53480,54924,19810,21003,40330,21615,39918,0
62583,35958,43289,31262,23918,63080,30721,54023,1
5906,46199,35524,11106,40406,40725,41829,41382,0
36916,28719,2082,49165,38934,45090,57371,51247,1
64160,52370,2907,1564,61947,51854,13874,3399,0
11042,17278,64690,52567,55184,36393,26716,12773,1
38757,49329,51642,24779,24287,41082,22484,43377,0
20547,63896,51256,62385,39035,2601,43483,15241,1
33345,1532,11092,35662,43285,36530,34749,40986,0
44246,540,17447,40174,59633,40690,44746,55497,1
37206,37616,38068,8178,1506,36098,934,35654,0
3003,63715,5853,60395,7526,4872,62296,64822,1
35112,40980,43911,50649,8879,26061,10556,28254,0
33061,55346,61085,47331,28600,24785,22807,22142,1
54010,59941,35900,21406,24262,47547,14559,57250,0
25090,46427,35570,38613,59632,9102,55129,7207,1
37890,60197,40877,32730,2991,38143,32551,57463,0
32447,59897,27617,61024,5470,1945,38726,34177,1
64372,31567,58863,50042,7835,47157,32827,9877,0
50169,58976,62545,51164,14248,8636,9625,13197,1
31086,19464,34476,44230,65474,57550,13670,10858,0
17674,30340,30511,20606,12837,9978,13198,10065,1
20238,21511,38995,48519,55133,59776,6921,9684,0
2301,40509,32880,31518,34957,58659,38592,64366,1
12551,34588,27868,53565,24027,22049,46619,48609,0
30661,29449,14699,10577,20142,23128,1228,4154,1
57753,23688,28042,62205,35859,44661,48401,40823,0
47740,21040,8115,8775,42447,28791,59468,15860,1
52372,20807,56026,59501,5710,47402,40403,12983,0
64719,22680,11623,62847,53672,44519,42071,55320,1
22160,1893,57562,20345,46666,18460,20981,44963,0
61259,9842,11604,53063,49695,59701,51513,57875,1
41740,24458,17212,41399,57392,65085,64646,57995,0
55212,47147,43467,44819,32359,5944,28551,1752,1
60093,33024,30135,37088,40714,4576,27581,58711,0
25497,14908,23711,37591,16134,43243,22949,52808,1
59392,18252,63074,2343,7778,20075,44876,65349,0
15899,136,64422,53623,50621,53759,16019,10961,1
24595,17655,31515,16624,6920,1031,9444,15339,0
16238,54646,21406,48107,27888,28317,59928,59509,1
64263,18225,3389,8197,63034,26420,48182,11576,0
24760,59143,21653,63117,13357,4490,34751,41496,1
9288,30426,31479,55195,24255,41281,21138,44396,0
28286,4603,30324,11607,6154,15532,32645,23331,1
59545,38378,402,42095,59659,12677,32115,42493,0
25457,32144,31781,37484,8020,61436,7905,61001,1
14659,13735,56770,20301,58497,31466,3300,37519,0
15014,877,30932,45845,17010,45176,14795,52161,1
14747,46255,31706,26857,16961,56390,36148,4915,0
27076,384,9867,4743,20303,4871,26692,13324,1
34142,22053,43179,22457,11765,412,54139,65298,0
37083,15640,46082,4409,9433,11297,44483,42299,1
9358,766,60575,6272,51217,6782,9840,62495,0
59606,31759,9703,55875,52529,42572,38105,65444,1
4300,61681,59871,23168,63763,43633,57405,45919,0
35965,63315,46445,46289,14608,17282,31534,444,1
12830,28200,1881,56983,13639,45247,23606,55758,0
10508,10321,55380,56523,61784,62618,349,1183,1
16201,42834,18423,62856,30910,21210,38939,45695,0
31222,62132,44966,31312,54864,35044,35650,54774,1
23261,62670,20536,20312,2789,48022,44563,8032,0
62666,61430,5619,31492,57657,38130,6972,28407,1
4439,21427,50516,54598,54275,34549,17124,4114,0
17681,43769,8187,9995,23274,36338,61416,14576,1
24646,7721,35435,2021,59949,6604,32367,36238,0
23338,31250,44849,27600,62491,4546,8504,50401,1
9361,42510,29163,21252,21882,62730,33439,8943,0
54014,3499,54896,21004,1166,24487,57173,33916,1
18329,50453,9876,63972,24845,15601,33420,57200,0
21392,13355,35413,65193,55749,51842,26555,29948,1
46463,17370,34740,920,13003,16450,63141,33836,0
32382,8055,49509,32814,48923,40793,24841,16715,1
53201,44432,28403,61041,41250,17377,25153,32898,0
47264,65276,59532,22089,20524,43189,18012,48837,1
63105,41153,30123,42540,33578,1773,22080,54151,0
6462,10706,58934,43609,65288,33675,12524,19567,1
11231,39962,19288,19308,24711,55158,47045,52,0
37447,63884,47526,48341,11233,17753,27595,1395,1
48963,5644,36413,4156,12670,1584,43343,40449,0
24519,59027,14283,17311,26636,42252,47444,29780,1
57068,55512,56183,13738,1435,60786,1588,61149,0
58255,8651,22016,41909,46479,33406,49732,62901,1
46709,6185,59558,17757,24275,23924,44636,44539,0
29273,46509,1484,55756,30613,27745,51188,56320,1
49710,28920,33856,24324,18030,12284,45782,56132,0
47439,47430,42696,50609,8071,31991,9,25465,1
994,57306,37166,60294,37580,13404,56376,31400,0
62610,41783,24175,51095,43773,25760,22437,39416,1
23824,34461,60186,63334,46602,29179,56205,7292,0
56520,43417,48177,21025,24825,64440,30033,60944,1
15158,52542,35562,10873,45532,59207,62984,41107,0
43495,10406,63336,5151,24207,15545,33089,58231,1
54688,55129,57688,53197,13560,6292,761,11925,0
46099,39297,53540,33273,25911,6264,11666,20701,1
42664,48142,4263,31900,46607,49298,6822,27707,0
20463,10214,11894,14812,24985,7738,26633,6058,1
35839,5885,50577,23431,20078,19834,40194,40470,0
16902,40408,9242,21089,26140,53177,57310,30331,1
4536,52837,53595,54873,49379,6204,57309,1794,0
32426,15476,44494,44293,54116,37233,17118,203,1
19789,6968,44674,32454,58319,26110,22133,53316,0
53807,7966,44163,44480,32428,45790,52529,323,1
14393,1847,41638,4695,39583,5472,16142,45297,0
47919,21088,3969,60598,46254,48854,59727,58167,1
23085,31877,30852,62009,8873,36540,9896,35517,0
65381,15325,33871,47534,31530,33395,50360,15841,1
63099,50028,43857,12843,23850,61767,13591,39290,0
45024,62173,43495,29971,1543,34766,23869,56564,1
7004,15511,56767,43610,50915,38605,10187,30693,0
6613,11052,17523,24878,23974,18946,13049,9565,1
32751,30579,45318,1057,52969,29522,2204,46375,0
9178,34940,20374,438,27724,35274,43942,20000,1
47838,22008,9670,53839,40728,34743,61222,63369,0
11165,57362,44347,19273,34470,43867,52111,58994,1
54760,9235,19725,60118,39141,52933,61947,42971,0
6544,47376,51617,19329,53297,62097,41088,33312,1
46175,60412,23618,41793,59421,18621,24483,65283,0
58055,19122,18056,49902,42063,34908,43125,33894,1
52111,46432,39005,42331,21458,4155,32495,15622,0
37580,3746,37371,5489,823,7123,40046,33930,1
52819,51094,27246,18388,42045,32834,2501,11706,0
54669,33976,38418,64725,17311,30829,20789,27335,1
43718,20813,58475,3170,20141,23855,64395,59401,0
38732,6578,37926,15345,874,8771,36606,45015,1
50319,60409,17281,10812,34574,49605,12150,27069,0
41391,38439,8049,32072,48862,60271,14216,25145,1
36640,57513,30372,9488,63876,50617,28553,21428,0
17623,47309,42986,29341,58173,51792,64538,54647,1
19685,12600,3650,16440,17063,28928,32221,20090,0
17511,57885,36789,48330,52178,24279,42618,13183,1
43966,56298,49362,32579,27500,42153,28756,49041,0
35163,3110,17806,43581,52437,42523,34173,61363,1
50340,15335,29967,15211,45483,140,65347,20068,0
11817,59068,37810,30229,48539,37033,51349,58791,1
13205,18973,36220,60147,48873,41198,31112,26511,0
59856,47171,61923,57817,6195,22938,20883,4154,1
23680,29488,9645,55319,31021,43815,12208,64954,0
1468,6396,31390,9073,32546,15245,7488,23023,1
20554,21210,49287,54931,37069,33865,656,5652,0
20612,19440,25208,16999,13052,2455,7028,8223,1
61323,4361,62372,20216,7215,24561,65154,48476,0
