# key_policy=per_sample_key rounds=7 n_pairs=10000 seed=100006
c0l,c0r,c1l,c1r,delta_left,delta_right,v0,v1,label
13679,53234,3611,30245,15220,47575,64157,30782,0
54328,52984,31683,36373,45051,16621,6848,62934,1
30050,20993,8999,63969,22085,44000,10083,56006,0
36240,61661,60515,32766,25075,36643,32077,37789,1
25147,4560,43203,18414,51960,22078,29675,61229,0
24295,49523,44854,61473,61905,12626,40852,24343,1
18639,60764,17235,9544,2972,51220,42387,26139,0
44097,19296,9606,43478,35271,58038,59169,35920,1
50812,41264,56800,50180,7068,25908,26444,6628,0
882,4329,60323,24567,59601,20254,5019,46164,1
56432,62046,58205,52372,16173,16074,11822,12233,0
44026,25804,53049,21155,25795,13935,53046,40346,1
54292,49508,53250,6324,1046,55760,5488,51382,0
59187,26540,18795,45780,44632,54648,32927,64447,1
26721,35761,8820,64632,18965,30665,58320,56844,0
24250,9034,42,10556,24208,2678,32240,10518,1
14139,14295,14547,28998,4072,18065,236,18837,0
44918,52903,45448,19516,7934,33435,25041,64948,1
39739,49890,40217,29651,1570,45361,23001,61130,0
61829,28576,31290,27995,35775,763,40485,5985,1
46704,27172,54586,57917,25418,34841,56404,14087,0
56199,23628,46672,11873,28119,29229,34763,38961,1
33840,24481,58064,22611,26336,2034,56209,47747,0
64643,6707,41681,6016,24146,3507,59056,46417,1
29721,25250,24325,64636,11036,40670,5819,41849,0
62922,3991,64988,436,2070,3619,64093,64616,1
5964,9433,14277,55254,8329,62223,13205,57363,0
60890,60692,25185,32845,36795,27993,206,57900,1
10106,61413,8687,3138,1685,58279,51359,11693,0
41386,30847,51620,45915,26638,52004,55765,31487,1
11038,26055,42018,55926,36668,49073,20185,32340,0
52037,14363,16385,25339,35652,23264,62302,8954,1
30468,39838,8201,6902,22285,33128,60570,15103,0
33225,1169,18173,61375,50996,60206,34136,43330,1
36789,49979,57314,8257,20567,58234,19598,65443,0
8400,59399,59127,34861,50727,24618,51415,28378,1
6412,30870,35661,56605,37441,42379,24986,22096,0
53646,23737,61088,37164,16174,52629,36151,32652,1
9203,26296,44057,62505,36842,37521,17739,22576,0
12079,3572,63081,45177,55622,48525,8923,17936,1
63452,53626,10757,21508,56793,34174,9894,32257,0
48957,21325,46310,10769,3035,31068,60528,40695,1
22882,506,41348,9647,63718,9301,22680,33835,0
194,50447,24320,59564,24514,11683,50637,47020,1
48202,19117,9647,7246,39397,22243,63207,14817,0
22449,60602,59800,19407,48681,42869,47883,41559,1
32176,16170,27416,35518,5800,46484,17050,57766,0
51014,38532,7231,21764,56185,50048,20930,18747,1
43766,53319,55208,60565,32094,15570,31409,15165,0
22742,8947,45504,48081,59670,39202,31269,2577,1
58157,57076,18713,58507,43572,14975,15833,44434,0
23242,34854,9356,10100,32326,44882,53996,1016,1
49408,64983,58632,30593,9224,35414,15575,37513,0
56918,50199,58369,24057,14935,39406,6721,47608,1
51472,15097,13494,46670,64934,36023,62441,33528,0
2814,27911,11480,12537,9766,24062,26617,7201,1
59459,8929,23515,486,45976,8967,51874,23101,0
17047,25021,17779,50361,2020,42244,9002,33226,1
51137,62005,49747,65435,1426,3502,13812,15816,0
20669,14207,9930,57145,30327,59462,26562,63987,1
53231,62659,50721,28822,2510,33877,15148,46775,0
17959,48833,32541,21518,14650,60111,63718,11027,1
39642,30522,39816,55256,338,41186,60896,19536,0
45229,9799,50409,60660,29764,51891,38634,10269,1
32539,5536,52829,8687,45382,13391,27323,61362,0
27856,50023,28494,44825,926,27774,44983,49239,1
55107,55491,4877,34479,50254,24172,3968,38306,0
23437,41442,42853,61126,64744,20260,64111,18851,1
24166,13562,54876,1476,34874,12606,27292,54168,0
51023,10740,43962,31014,27893,20690,61115,53916,1
13862,35242,20544,16630,26214,51548,49036,4278,0
55716,60767,59724,20826,12520,48133,13563,47126,1
17803,31709,38255,23692,53476,10065,15958,51683,0
57966,27429,34319,46497,25697,56964,35147,13230,1
61520,24014,51922,3441,14978,20671,44446,51107,0
33104,25276,25236,33471,58308,57347,58348,57387,1
6775,50061,34516,23480,40099,38965,55802,56684,0
62692,19125,43292,61059,24056,42038,48721,18335,1
65200,61681,61884,8082,3852,61283,3649,60974,0
63848,51746,64831,62943,1111,16381,13130,2272,1
55174,47334,38027,31955,17165,50229,28512,59480,0
25897,30532,37845,2097,63228,32629,4717,39908,1
59572,25678,44606,16845,18058,9603,36090,61427,0
35436,704,3631,55452,33859,55900,34988,54963,1
11522,25972,34351,60815,43821,35067,18550,27552,0
34929,45960,4855,40773,39558,11469,15353,36274,1
43195,59018,9926,9574,36477,50156,20017,928,0
4913,9072,12630,2709,8807,10725,12353,15299,1
15548,29285,2699,55185,13879,42484,20185,56602,0
54936,55683,15901,16214,59525,59093,3867,331,1
22862,32793,1357,43081,23555,10320,55639,44292,0
3245,2207,1202,31142,2079,28985,1074,32020,1
65254,45009,29314,35403,35940,9626,20791,63689,0
6245,15000,46010,52761,43999,62593,8957,32163,1
60395,1089,9623,47990,52860,48951,61354,40673,0
37680,59047,47201,49800,11089,9263,30103,31465,1
2660,1362,51168,6779,52612,7977,3894,56731,0
8298,60487,25755,42474,17649,18861,52269,49521,1
52964,59109,3359,29190,50171,38115,10241,32537,0
43966,45999,26397,53249,52387,25518,6161,46876,1
37687,29269,59999,4867,31080,24918,57698,63836,0
65369,30895,38789,4619,26844,27300,34806,34190,1
13226,45428,5946,45273,9360,429,33502,42979,0
9126,479,65280,16179,56486,16108,8825,49203,1
42960,63997,32767,37539,55343,27486,24109,60764,0
17291,13072,28994,13892,13001,1364,28827,18182,1
41558,42272,24819,15738,49829,39002,1910,23945,0
42780,60485,27723,16013,52055,53960,19289,21190,1
4174,44902,58985,20984,63015,65182,48936,46993,0
51040,59399,12865,40232,62753,29999,12135,44905,1
32598,53244,29721,17395,2895,35855,45226,14314,0
55875,12253,41323,2748,31528,9569,62878,43991,1
6496,55688,36190,17360,37950,39512,49384,52878,0
63039,62303,56175,51153,11600,13454,1376,7358,1
49051,40852,21362,36,60649,40880,8207,21334,0
34977,54537,55609,33336,20888,22321,23976,23297,1
55861,5957,37614,22061,18651,16744,52592,50371,0
42434,2848,63618,58892,23872,60716,44770,7822,1
6250,4426,9443,1890,15497,5672,2336,9089,0
7013,53372,5752,25224,3357,45812,51993,29936,1
48291,23587,38355,25841,10608,14546,57472,61730,0
63309,24124,24753,18282,38908,6486,43377,10203,1
50526,35032,42273,30031,24703,64919,19846,53358,0
31112,37958,39620,54708,58188,16882,60878,20336,1
30278,27708,9718,31994,21424,4294,6778,22796,0
60429,7446,58218,15004,3943,10122,61723,55798,1
20137,21315,35023,5508,50790,18119,7658,40267,0
50715,63130,34080,12174,17211,55572,12417,43694,1
64781,43831,42359,41720,22650,2511,22074,1935,0
12398,27982,56782,50567,60832,43209,23840,6217,1
527,59430,53879,16654,53368,43304,59945,37753,0
18135,49016,17997,28831,154,53223,63919,14034,1
18003,53239,56718,36930,39901,24501,35236,19916,0
6200,16033,2674,17268,4682,32213,9881,18694,1
31695,26433,49053,58436,50258,33541,7310,23513,0
6941,27292,46617,65414,44292,38170,29057,18847,1
30161,4732,44636,40896,56205,36284,26541,12700,0
5918,1120,15588,46178,11258,45058,4990,34950,1
8493,23768,57954,26137,49999,15041,32245,33915,0
37958,23844,59640,21845,31934,2161,51554,48557,1
3418,48801,14340,19879,13662,62214,46075,30115,0
21344,63576,20223,38957,7583,24693,43832,54994,1
18224,44094,7349,17268,23429,61258,60174,24513,0
46387,24008,4000,35272,47763,54272,59643,34408,1
41129,32025,55506,24288,30843,9209,56752,34354,0
46234,14130,12101,18890,39903,32504,33704,26255,1
55643,46777,6071,22709,52972,60940,28642,20226,0
1781,53669,20622,58003,22139,13110,55120,45597,1
39056,32271,41866,53419,15130,44708,59039,29473,0
6806,7872,50639,43015,57177,46791,1110,28104,1
36804,29612,50088,60079,19564,39171,64616,10503,0
62144,27197,27518,26238,39358,3139,39165,3328,1
28322,35218,21644,24892,14894,59566,59184,13744,0
11308,52366,32071,40394,20843,20804,57506,57485,1
56959,41837,54654,17260,2817,57345,32018,38418,0
19665,19713,56959,56192,37550,38529,464,1535,1
29025,5364,23998,60157,11487,65033,26005,46915,0
20135,35947,64860,51658,46075,17825,49868,13462,1
61209,53391,13945,60256,55648,15343,16278,56601,0
32991,14727,60909,60057,27954,54046,47448,1908,1
33265,36796,21169,17708,54080,51856,3661,6045,0
16279,27876,24198,4516,24849,32064,21363,20258,1
32997,33618,8206,65299,41195,31809,951,57117,0
8648,55787,28531,34097,20155,23770,63523,59970,1
6784,25342,8240,62117,15024,36955,30846,53909,0
54867,3321,56250,31764,3561,28909,55978,42926,1
44320,18704,48908,50045,4652,35437,58416,31857,0
24999,51116,64,8663,25063,59003,42507,8599,1
1499,16877,8268,63073,9623,46988,17462,54829,0
23690,34290,27361,17633,13931,49427,55672,11776,1
52670,63694,26484,16161,43722,51183,13680,22613,0
37574,59603,50046,14697,20920,53690,31253,64023,1
33208,39225,18269,40087,50917,1454,6273,56266,0
54012,21201,14673,56434,60333,36515,32813,58659,1
9765,63821,12162,24945,2471,38972,57192,20211,0
34126,26980,6129,11275,37567,17775,60458,15354,1
51046,46679,50838,21095,496,58416,28977,38129,0
41600,55538,52108,29721,26892,44267,31346,49045,1
45206,60435,55611,30737,27053,37890,23685,41258,0
58541,17200,4407,7701,62874,23845,42909,3874,1
18236,46536,21689,43832,4997,7920,62196,65409,0
50410,1269,58440,26360,8354,25101,49183,33456,1
31923,2529,54142,15128,45005,13049,30034,59494,0
60811,28127,54507,8213,14688,19914,32852,62718,1
41653,5962,10022,59527,34195,65485,46591,53153,0
22791,62854,56171,27364,33388,40802,44161,45455,1
49212,24671,44913,4824,28493,29319,41059,48553,0
41255,53600,41252,62980,3,10084,28743,22304,1
43397,12428,7934,48679,46971,36523,39177,41177,0
6593,50020,21232,30714,19249,46238,55973,9482,1
17490,58407,33530,31137,50856,40326,41077,64347,0
36085,21280,16206,33672,46011,53416,57301,48326,1
18919,63564,26546,9796,11861,56840,45483,16886,0
32938,21454,6766,62845,39620,42675,54116,61203,1
17229,9185,63121,39542,46556,47511,24748,27879,0
44087,40819,11917,48732,33466,8495,13124,37073,1
3153,10428,6600,17741,5529,28145,9453,23685,0
57959,52885,27991,15962,36656,61647,11506,21261,1
49986,54722,15185,55356,63507,3582,5760,58221,0
63956,27025,47038,3475,20074,25602,36933,47661,1
34111,44054,52743,42993,19256,3047,10537,27126,0
20394,35486,29241,26100,15763,61290,50484,6093,1
4254,8857,34448,27094,38414,19279,12807,61254,0
21184,20244,1002,28870,20778,16338,7636,29484,1
3784,47423,46745,64749,47185,17874,47095,19060,0
11834,45621,13890,12115,6264,40294,39951,6417,1
63228,64382,34011,51345,29223,13295,3458,19530,0
54057,44287,59265,24468,13480,62315,32726,47125,1
30970,61640,3801,1301,30243,62941,34866,3020,0
39067,36866,64995,36260,25976,7590,2201,28743,1
60122,50545,42602,45568,19632,30577,12203,5226,0
1692,61725,1348,891,984,62054,63361,1599,1
11691,51495,46441,2361,39106,49182,58508,48208,0
6370,59028,52790,49670,54996,9362,65142,3120,1
14478,39890,9546,48128,7620,10194,41820,39242,0
227,12908,38952,45371,39115,33623,12943,10515,1
4340,44799,14864,6776,10980,46215,48651,8296,0
15606,53058,43957,16328,38723,61578,62388,38013,1
45935,45741,27153,49820,55678,28721,450,43149,0
9149,32310,403,46444,8750,52058,23947,46335,1
33,45608,38495,11388,38526,40532,45577,47651,0
13701,65206,61181,48403,56184,17317,52019,21486,1
7592,3929,38382,41606,34886,44511,4849,14184,0
11234,63757,56393,21781,63403,44056,53999,35164,1
37990,57057,20793,37939,50527,19154,19079,50442,0
51203,12855,53046,37476,1845,41043,64052,23890,1
34850,31261,12616,25995,47466,8086,62015,21699,0
36304,35518,21058,43090,57234,8940,1902,64016,1
58369,14915,29747,16247,36914,1332,56898,19268,0
40331,30904,57303,13890,16988,20218,58675,59797,1
25651,44100,42137,30495,49322,56155,51319,54150,0
40136,9589,32803,11824,7403,2885,47549,44563,1
4357,19767,49150,21983,44795,6376,23602,59937,0
63360,1878,33308,30500,30108,28786,61654,62776,1
2520,26538,47430,36295,45214,60013,28274,13441,0
6042,58731,51506,32416,57000,39883,62193,46994,1
27507,37717,29150,63745,6829,27220,63526,35039,0
1160,47538,33187,28689,34091,51619,48442,61874,1
60685,3559,25839,11068,35298,9947,57578,20435,0
58046,51966,50422,43671,9800,24681,10304,28257,1
2497,58958,33241,27284,34840,36058,61327,60237,0
22819,33755,62167,44236,44020,12055,56056,24091,1
41941,5155,39421,9000,14888,14091,47094,47829,0
42704,11845,25402,40927,50666,45466,34965,64741,1
35769,12971,59687,52009,25246,63874,47378,8718,0
58428,4419,54492,50908,12512,55199,62847,4608,1
34702,51240,15791,34362,47649,19986,20390,48021,0
4686,28797,33948,24951,38610,4362,25139,58859,1
43319,9943,55409,34493,28998,41066,36832,24268,0
51111,43219,19702,56780,35665,29983,28532,37178,1
8857,20826,40524,59685,48341,47231,29635,30569,0
24658,41216,17216,30483,8978,54803,49490,13395,1
57865,12953,8398,19878,49863,32575,53392,28008,0
37623,9803,19722,48474,57341,39697,46268,61520,1
7925,8755,24025,25861,17196,18230,15558,14556,0
22473,18369,13325,43416,25540,61017,4104,40341,1
26345,13709,29665,52283,5384,63926,21348,49114,0
41956,31991,8474,32260,33534,755,57107,24350,1
15799,64698,49408,21469,64695,44903,49421,37597,0
27512,42972,25246,15255,2534,40011,52388,22793,1
31590,5252,8969,63072,22639,58084,28642,54633,0
53597,11200,5219,61620,50494,56180,64157,58583,1
35859,36525,32988,63337,3279,31172,702,30645,0
35069,43014,42085,5998,11416,49000,8443,45835,1
9509,17854,34453,38567,41904,54041,24731,4146,0
687,19795,61834,37747,62245,56864,20476,25337,1
47125,58436,59452,42614,20521,16946,23633,20042,0
36588,4562,752,22297,35868,18123,40766,21993,1
55558,57265,15926,47398,59184,26263,1719,34576,0
13234,25908,57974,35289,53700,60653,22150,27567,1
59363,4639,14574,24025,57101,20422,62972,25911,0
49136,51229,36715,44134,12443,25723,30701,8973,1
13370,8519,39650,4500,44760,12499,5501,35702,0
8773,3138,28415,30451,19642,31409,11783,6156,1
63287,45811,14685,40604,52842,11375,17860,42945,0
63958,11403,35312,7971,28710,13224,54621,38611,1
27731,49752,38884,62522,64439,13922,44555,25566,0
7552,11718,49258,39827,56810,46677,12358,23545,1
29469,23781,63203,17872,34302,6453,12280,45875,0
38944,51536,905,50402,39849,3506,20848,51051,1
12648,40122,28017,1479,23577,39293,44498,26806,0
24679,12821,12688,27874,20983,24311,21106,23922,1
38020,21963,63605,6421,27889,19678,49487,57696,0
60651,9473,51785,64023,9890,57110,51690,12382,1
10453,20677,2835,5919,9158,18394,30736,7180,0
60271,6357,43614,1800,16689,8157,62394,44374,1
18762,19898,62132,16509,48126,3527,1264,45769,0
55384,60105,9412,23413,64668,45500,12945,32689,1
990,20484,57752,19092,57926,6800,21466,43788,0
4323,44685,31017,25906,27082,52159,48750,7195,1
11936,17965,32361,46158,20681,62051,26765,51751,0
27624,37710,56949,6301,46493,35795,63654,50920,1
47746,19387,29726,55808,52892,37307,61753,44574,0
9418,46191,4509,28220,13655,55891,37029,32673,1
1995,2249,60573,57536,60246,59401,3842,3165,0
46506,8531,34494,15922,13076,8033,38137,47244,1
48142,51874,55023,7037,27361,53727,30380,52626,0
38685,36820,22950,16678,52923,52978,6345,6272,1
26252,12378,62556,60212,37584,56174,22230,8040,0
11659,49300,9838,47606,3045,31074,60703,40856,1
36837,46249,20106,51838,49519,32471,15180,34036,0
662,53034,17185,45256,16823,32738,52668,62441,1
44381,55855,54322,50702,31087,7201,30578,4668,0
7310,10715,13300,51458,12154,57561,13653,64246,1
20286,31683,5500,27201,23106,4482,13565,32573,0
13757,13130,30985,34472,19636,46562,1783,65441,1
13702,59487,38117,13258,41315,56213,56793,42799,0
49622,46851,35193,4455,18607,42596,30421,38942,1
31139,10744,45642,3925,52201,9901,20571,48415,0
45218,6757,58847,5790,21885,3323,43719,62273,1
63850,3986,24839,18228,39021,18598,63224,9779,0
15552,37259,45200,35982,35920,7429,44363,15390,1
14175,51586,63777,55126,52862,7892,65245,11895,0
37929,22577,39478,52925,3615,38540,52248,21643,1
16533,28049,19673,24577,3148,3472,11524,11480,0
54224,40821,46602,28115,26074,62118,19621,56281,1
16073,15386,51411,35302,63002,46588,723,16693,0
49160,23805,43615,50145,27223,40732,40181,27070,1
46321,50393,11735,62223,39206,14294,28712,57048,0
54985,30997,47208,49863,28321,48082,45020,31407,1
9233,39008,43864,35144,36681,4392,48241,8720,0
42146,14901,2838,16408,44980,31277,40599,19214,1
7364,32436,18819,42879,21831,55755,25200,61180,0
63100,27309,47446,13826,20266,23727,40145,36692,1
18893,58791,18111,22196,3954,45843,44138,4107,0
64104,22338,39630,60917,24742,47799,44330,30523,1
29107,5391,6318,55639,26909,52312,25788,49657,0
40350,17233,43835,31584,13989,14385,57039,53339,1
57547,6047,26540,31270,34663,28089,63316,7562,0
27425,24045,30126,26222,7823,15235,14028,5056,1
15504,23091,49554,28005,64770,14166,26275,44279,0
38391,19860,6571,43959,35932,58915,55395,45596,1
33578,34297,53777,53369,20795,21888,1747,616,0
5019,33139,37431,15777,33196,48338,37608,44950,1
62585,4365,11951,10247,56022,14602,58740,1704,0
40228,27377,20486,34839,52514,58086,63445,55313,1
57738,6095,39249,15610,30939,11061,63045,42411,0
53575,17460,53645,41953,202,59349,38259,29292,1
38174,49238,13926,2372,41848,51474,21832,16162,0
31140,22107,64324,58446,33504,45589,12287,7946,1
968,26843,35308,22187,35364,15984,27411,57159,0
48191,52463,16025,46076,33446,32531,28880,36197,1
26823,24249,53672,27031,47471,14126,13950,47167,0
10408,32287,23527,24763,29519,7844,22199,15196,1
63599,54493,14810,5578,49589,49431,11442,11280,0
20161,32980,54689,8171,39776,40767,52757,51786,1
8789,42192,11078,47311,2323,7199,34437,37769,0
36143,60838,53242,51752,17109,10126,24713,1490,1
28626,10181,6000,32305,30882,23028,18455,26945,0
28637,8764,61975,15305,40394,6645,19937,51678,1
35099,41869,14200,61412,48739,19561,10902,55452,0
22667,41137,11977,12512,30274,36945,63546,7721,1
31843,59553,39707,29705,59256,40104,38082,61202,0
55065,58851,57972,53336,13677,13755,13050,12844,1
52821,61972,51370,11808,1791,56372,15425,59018,0
51121,13878,29769,26454,46072,20832,61831,4895,1
17748,32229,58048,15951,42900,17322,14513,56463,0
33874,48373,45509,11848,13719,37565,14503,40845,1
43915,10985,9092,7914,34831,13315,33122,15726,0
4599,16127,11056,10231,15047,6408,12040,3271,1
46927,62936,32311,30369,51576,33657,17047,2198,0
49970,32682,44310,64722,28196,33656,48280,20932,1
18138,50807,49085,61836,63847,14331,32941,20017,0
37615,15248,59009,49275,29806,64491,43391,9978,1
49088,53448,39737,37044,9465,16508,28424,2957,0
56945,36259,13660,49043,60205,12848,21458,35535,1
59041,61673,38133,57954,29268,4747,5704,30359,0
2185,1883,53485,40547,55396,39224,4050,20110,1
51315,20563,23056,6767,37475,19004,38944,16511,0
23285,56237,56244,27766,33089,47067,33112,47042,1
14831,19461,16618,32411,30981,12958,30186,15985,0
13939,38983,35222,3543,49125,38288,44596,33857,1
22018,10556,63323,62228,41305,55848,32574,1103,0
32295,9256,24224,50834,8327,58042,23055,38962,1
47236,1573,29982,41038,52634,42603,48801,54608,0
26534,53876,34634,32306,57580,44102,46546,63864,1
62339,58257,11012,55559,55431,14998,4114,61955,0
55737,52197,59929,28743,13216,48034,4700,39518,1
36031,26093,24565,62336,54090,38509,59730,44149,0
2134,15340,42435,44561,44437,38397,13242,3026,1
3096,9364,34265,35546,35265,44622,10380,3843,0
9533,52287,39058,17124,48559,36571,59650,55926,1
4906,36755,39114,7316,35808,37639,40121,33886,0
16199,54738,40955,32618,41148,43704,60053,57489,1
53944,55384,55614,51532,2950,4372,2784,4210,0
18356,18825,49439,19158,34475,863,3645,35785,1
32929,50745,3828,34424,36437,16449,18072,34956,0
48861,10276,17247,51579,64898,57695,38649,35364,1
40872,64903,50123,60620,23651,4427,25135,12039,0
50244,19690,27635,56652,44983,37286,34990,46783,1
39615,45796,37428,13017,2187,32829,10331,41197,0
37840,38126,43525,18252,14805,54178,1854,60745,1
65040,17583,11379,57104,53859,39871,47807,62307,0
30575,7156,27821,5691,7106,3535,27803,31382,1
55205,674,61,9993,55192,9643,54535,10036,0
44483,12827,7069,9824,46686,5243,40920,15869,1
33030,29061,7826,9169,40852,21076,61571,15683,0
39541,40171,47246,41187,8955,15368,1694,6253,1
56532,32799,50305,20781,6229,53554,23755,38316,0
64396,39074,21998,55517,44642,16511,25390,36147,1
28234,49808,2556,13997,26550,62525,44250,16209,0
14583,48605,32507,63815,17932,17562,34090,34748,1
32713,39795,41599,1172,56758,40935,58554,42731,0
46735,51231,55631,54274,28608,7197,32400,3405,1
36389,434,25078,8880,61395,8962,36759,17222,0
44419,24916,2738,49639,42801,41139,52439,52053,1
12715,43566,30434,2064,18249,41534,39813,32498,0
24943,1278,53477,2042,45450,772,26001,55071,1
53873,29307,50808,22164,5129,9455,40970,37100,0
40846,42854,2195,15815,38685,39585,14568,13652,1
27104,38915,34,9246,27074,48157,61923,9276,0
44513,61782,16497,56259,60816,10901,23735,39858,1
41849,12337,63824,61383,23081,57334,37704,5783,0
22986,56286,9091,5611,31305,52789,33300,13928,1
12321,34439,16103,5641,3782,37006,46758,10478,0
9561,33983,63982,63061,56503,29418,41446,4027,1
11460,28672,60546,52459,49222,48363,23748,8297,0
64529,34476,18010,52185,47691,19829,31421,36227,1
56211,54082,33194,19003,23097,39289,2257,52113,0
21728,25331,12555,64648,26091,40571,13843,52611,1
32963,31559,54602,11478,21897,22417,64388,63900,0
24899,36599,29183,6719,4284,38088,61364,27584,1
47492,27701,32999,31709,14691,6120,54705,64314,0
27638,62481,16045,59517,21851,7276,40935,54992,1
38130,3602,56487,27412,18517,25862,39648,47027,0
9998,13675,4295,36906,14281,42305,4709,33005,1
33841,61498,51126,57502,17287,4260,29707,10024,0
59184,61527,42467,48962,17107,20245,5991,6817,1
10161,52845,2459,10042,11818,59735,59868,11937,0
50394,62719,29319,9713,46685,53518,12325,22390,1
59460,6407,4280,25333,63740,31730,61763,29261,0
28429,5180,25119,35716,3346,40888,31537,59803,1
1583,22934,21572,19006,21099,5032,24505,7802,0
10413,45539,62098,27908,55871,56551,39246,40854,1
5973,36375,56437,44675,52000,8340,39234,29430,0
16398,13611,17466,18242,1076,29289,29989,888,1
10316,44769,41136,45897,35068,7592,34477,5113,0
29368,10413,3324,35961,32324,42196,23061,32901,1
34000,3367,9318,43369,41142,42062,35319,36111,0
37350,20490,16738,64003,53380,43529,49644,47969,1
55162,20927,46413,50575,25143,37936,34501,28866,0
25246,48385,17858,32328,10076,49993,57247,15242,1
33838,45203,45013,56471,11259,27652,13501,29506,0
37807,7967,34884,34257,7147,39630,36016,3477,1
58511,62693,12471,4403,54328,58838,4202,8580,0
56880,56536,32651,15473,41403,57513,744,17402,1
36131,55096,6933,9719,38454,62159,23067,16098,0
57093,21167,7395,15917,50150,27778,36266,8910,1
22627,61779,12794,662,27033,62405,43312,13164,0
53993,12103,29408,21203,40969,32148,64942,8243,1
57827,50741,31113,19265,39018,36212,10198,13000,0
59541,13268,53698,33299,14679,45511,56129,21457,1
61725,9483,50066,17965,12943,25382,54294,34239,0
2773,36532,40767,44771,38378,8279,33889,12764,1
22797,22475,21460,24002,2777,2569,3782,3606,0
14224,24140,7082,42849,11322,63789,27100,48331,1
29665,843,64848,21292,36529,20583,28842,44668,0
15063,54089,52253,18514,63178,39707,59806,33871,1
58328,12191,2717,47770,59717,38149,52295,45063,0
44787,42998,26991,45731,51100,5461,2309,56268,1
24791,58427,47999,35732,56232,28591,34028,12523,0
43985,50482,56171,38235,28858,20585,28387,20016,1
43123,33783,21892,27229,65015,59818,11140,16345,0
1719,47846,50105,48387,50446,2021,48209,32442,1
52682,52393,65343,13529,13045,63600,355,52198,0
16253,2018,18754,40661,30271,39223,14495,55191,1
46084,3764,9937,62111,37589,64555,47792,54350,0
53189,34651,31107,21260,46662,54359,18590,10895,1
49979,12841,15199,48836,63588,36077,61714,34203,0
6145,29930,51104,21857,57249,8587,27883,37569,1
38369,40440,60876,28139,30765,61459,2073,32807,0
18989,8660,10645,26860,25528,18744,27641,16761,1
19542,36960,59340,61138,43930,32434,56374,2334,0
16057,39300,41669,53183,40060,22075,42813,28026,1
7677,20362,41449,41573,48148,60911,21111,908,0
43675,28454,52499,30609,26504,6327,50621,47746,1
25084,33717,11349,15224,19881,47309,57929,5933,0
23334,9713,18705,54205,4663,63052,32471,39596,1
52582,11025,20489,12211,40303,1186,58999,32698,0
48928,53766,57189,20388,24645,40354,27942,37057,1
32793,43077,22963,13159,55722,39714,10332,27348,0
53162,13986,15702,39367,62204,44901,63752,42129,1
16370,5474,42994,4905,38912,1611,10896,46299,0
59938,44490,25304,1951,35066,43605,18408,25927,1
46648,51540,15589,35974,35549,17874,32620,45155,0
60725,57675,26476,14686,35417,55317,3198,24114,1
6603,65514,46080,61496,44491,4050,58913,17464,0
6709,53604,43833,60072,45324,15308,52049,16785,1
14195,41258,13644,40050,575,15704,38489,43326,0
57490,40757,55302,12123,14484,45166,32679,63325,1
7164,39860,23696,7967,18284,33963,32840,17295,0
16683,46409,25572,35981,8911,14788,62562,61289,1
38063,38824,62025,52896,26342,22792,775,15593,0
56175,47351,62430,41337,10417,6542,25496,21159,1
21793,51929,55052,43949,33325,24948,40952,31905,0
17356,2625,33380,39705,49576,37208,18829,6525,1
20635,40004,57319,30056,36732,59692,52447,43663,0
37389,63097,29083,36384,58262,30809,25716,65467,1
