# key_policy=split_keyset rounds=5 n_pairs=10000 seed=42
c0l,c0r,c1l,c1r,delta_left,delta_right,v0,v1,label
22139,8248,31365,25604,11518,17468,30275,7809,0
5393,22988,34595,40748,37426,50912,19677,6159,1
42066,5176,51825,20697,28195,17633,45162,39592,0
13222,394,44424,52070,40494,51948,12844,26350,1
26524,35945,21391,1934,13331,35815,60405,21505,0
21761,43122,57091,11778,35330,34416,64883,61697,1
46683,7607,45618,28607,1129,29192,44012,56717,0
55100,35130,37476,16384,17752,51514,24070,53860,1
16019,31141,25928,26585,23515,7804,18230,657,0
32734,62752,34804,31128,63530,36024,35582,65132,1
28583,22061,47131,34254,55228,54243,14730,15829,0
54641,36408,31643,31824,44778,62056,23369,1995,1
51935,52631,58449,5367,11918,55648,1864,61606,0
47000,41768,14734,24988,36374,49844,5296,22546,1
57367,1595,30674,55080,38853,53523,58924,41210,0
15258,41292,52980,20641,62830,61933,39638,40533,1
5334,35942,49098,41022,43804,11352,39088,8180,0
2578,29772,9649,59773,12195,40241,32350,52428,1
64339,13573,48254,5683,18221,9014,52822,43597,0
6477,53534,62283,3639,59910,57129,51283,64892,1
21663,5501,34016,34786,53375,37535,16866,770,0
18837,57665,56219,28605,37390,36604,43220,46118,1
8070,24440,58463,41676,64473,64948,16638,18067,0
7499,3688,40305,56016,32826,54456,4899,18337,1
28714,58994,6459,20770,26897,46928,38488,18457,0
43456,36798,23330,65232,62178,29038,9854,42482,1
61920,33921,59882,10163,6154,41778,30049,52825,0
36596,41379,29390,49531,64570,24792,12119,46005,1
10670,27038,3561,181,9287,26923,16432,3420,0
359,58710,37753,35433,37406,28479,58417,6416,1
28959,45298,32122,7929,3173,44555,49645,25475,0
43201,5828,43868,44053,925,47825,48645,1865,1
33205,32845,62225,8850,29348,41695,504,53635,0
34009,36814,18487,36834,52462,44,2839,51157,1
12661,55114,2050,8316,14711,63286,58943,10366,0
1092,52402,40606,15178,39642,63480,51446,42452,1
29643,39482,14485,17936,19294,56362,59889,32389,0
62791,33467,16605,15347,46490,47432,30716,31534,1
59780,64065,16890,46531,43134,20354,5061,62521,0
56399,55627,18217,22462,39782,36597,1284,4247,1
52357,21559,14578,40704,62583,52023,39090,42994,0
10405,31669,45687,44469,39634,54784,21264,8130,1
61213,39260,2140,61973,59201,27465,30273,64073,0
24202,12815,5732,44723,18670,40124,27781,47319,1
38360,59161,51565,1757,23733,57796,29377,53168,0
51053,61462,22291,7386,36990,60620,14203,19401,1
64346,65528,55657,36876,8755,28660,1186,18789,0
63708,28137,638,54344,64162,47521,38197,54838,1
28003,36733,57222,695,45797,36298,57886,56625,0
64565,60410,19767,59003,45314,3457,6095,43852,1
59488,53580,27738,6576,33850,51452,14636,30186,0
52076,32892,19086,15660,33250,48464,19216,30626,1
22222,41877,1462,41236,21368,641,62811,42146,0
3055,39820,63773,15772,62194,42512,36963,50305,1
20937,22976,1095,3190,21902,21942,2057,2097,0
9943,28691,5725,56859,12426,44552,22212,51270,1
11127,52764,53282,25839,64341,43763,58731,46285,0
59190,4399,53983,1129,13801,5446,63001,54966,1
48579,17631,24021,47172,57366,64667,63772,58769,0
61107,19436,51865,27172,9258,8648,42335,41149,1
56002,29842,16219,52850,58777,47840,44624,61737,0
12146,8507,55576,39859,63082,47752,3657,17067,1
57293,9485,49405,49695,7984,59154,64192,738,0
23168,48346,63306,36274,44490,12648,58970,31480,1
56631,12985,19478,7595,37153,12050,61326,20925,0
17764,2716,55006,36308,37818,34632,20472,23306,1
36111,44002,47694,13032,14145,39178,9965,34982,0
26482,12808,41464,45299,50826,33531,21882,4363,1
242,22699,27731,11744,27809,30027,22617,16819,0
51555,57919,17253,23723,35334,48788,11100,8142,1
22981,9660,27220,25309,13201,18273,31865,2185,0
63807,46730,32013,61098,33842,22560,20405,37799,1
62790,21467,28862,61556,34296,41903,42653,32970,0
13007,39109,58343,65241,53544,26140,43530,7486,1
42913,1809,11606,43337,35575,44632,41136,33823,0
57640,21534,382,16570,57430,5284,46390,16836,1
16792,18236,28839,17418,12607,822,1700,13485,0
7489,35371,52087,49164,54838,18983,38762,2939,1
7334,64892,11115,14308,14285,51864,57818,7311,0
997,18374,61247,50798,60634,33192,17443,10577,1
39105,45691,24627,55028,63730,25743,10938,46791,0
54269,16509,24983,50773,45674,34344,37760,42946,1
21469,19323,39274,34322,51895,52585,6310,8056,0
65217,55444,43020,52392,22221,5180,9813,25764,1
44523,55339,23720,44101,61763,29806,30144,61677,0
38072,29923,3458,31080,39226,3467,57435,29930,1
12600,24191,51655,28024,63743,13063,28487,42175,0
24682,58016,3954,46757,28440,21509,33482,47575,1
36825,52681,63450,48436,30723,28925,16912,19182,0
21614,56861,31864,41529,10262,31780,35443,56897,1
1868,6845,43849,24717,44037,31280,7665,52164,0
41489,42606,58939,18166,17450,57496,1151,41165,1
55381,53484,55459,6962,246,52190,2233,50065,0
29021,45311,36523,19355,65526,64356,49570,50480,1
21055,19657,36611,36477,56636,49844,7926,382,0
11134,11690,35248,43157,41678,34111,1748,8485,1
50334,42385,25071,19111,42353,61238,24847,11080,0
9356,27453,53558,64102,62906,37211,20401,11088,1
60603,2335,5584,40474,63851,38661,58788,35786,0
22440,26063,61810,54311,42714,45544,12903,9557,1
63260,44855,39028,62936,28520,23279,22571,28076,0
49318,33107,8456,11390,57774,44333,16885,3446,1
24684,59317,39741,27422,64337,36011,34777,61475,0
11576,11754,690,5667,12170,15305,210,5265,1
30657,25788,34678,900,61623,26424,4989,34034,0
23791,24977,56045,35617,34306,60080,15742,20940,1
11532,16279,23829,60663,28697,54112,4763,45538,0
12881,44399,21539,65471,26226,21200,40766,43932,1
61660,16570,42368,17462,21852,1164,45158,57782,0
37016,56784,5362,26072,33898,47112,19784,28970,1
15931,15687,17885,21783,31718,26704,892,4298,0
6864,2848,37686,36388,35302,34052,4592,7442,1
15496,49925,28923,47814,19571,31171,65421,51773,0
46015,61365,28185,52802,56742,8695,23562,41051,1
45635,16633,28641,35744,56738,52057,62138,58433,0
59095,47481,44257,65262,18998,18327,24494,21007,1
19934,49634,52307,55765,33165,6199,35900,5510,0
62094,33114,44244,47955,24154,14857,29652,6023,1
41743,53965,58531,61306,18348,15799,29122,3033,0
28832,21905,64686,38301,35854,49164,9521,26931,1
20072,9125,26790,9010,9934,151,28109,19348,0
31094,35796,6500,59348,24594,27648,62114,65200,1
6936,36224,42219,27229,49139,59357,38552,52918,0
40709,45842,19527,17698,54082,63024,11287,2405,1
3785,528,47382,7665,47071,8161,3289,42215,0
38584,24218,18494,29964,56966,11158,51234,15666,1
50180,2345,26776,55754,44188,53475,52525,45394,0
64402,45173,21388,60633,43038,23724,19431,48981,1
1376,49297,48036,52672,48836,3409,50673,30308,0
17310,23879,11072,16731,26846,7196,7897,27163,1
15795,42709,34680,6251,47819,48830,39782,40723,0
53161,30732,41817,45993,27888,52133,47013,4336,1
15142,26599,47515,6384,33469,32535,23745,41323,0
35249,24267,58896,31575,28577,9628,55162,40263,1
64048,65230,1203,29851,65155,35413,1278,28712,0
25494,15565,51624,58033,43582,56956,24411,11033,1
15271,39584,17754,43356,32509,13308,41223,60422,0
16062,42848,23640,45316,25318,5732,39390,60764,1
60678,61364,26827,28227,34253,33271,690,1672,0
12746,29951,25604,3571,21966,30988,17717,27127,1
21881,62730,1035,14030,20850,50116,41075,12997,0
13744,38130,16786,48226,29730,10384,41282,65008,1
11721,6992,18911,21397,25622,18629,13977,6730,0
8717,23579,12883,6423,4190,17676,32278,11076,1
8481,42782,27847,42114,19942,924,34367,51269,0
59386,61047,2786,11404,60696,49915,2445,9838,1
10598,38021,10190,16621,3752,54376,48611,26403,0
10423,57116,406,10155,10529,63671,63403,9789,1
14928,6902,38363,4679,44939,2225,8358,34716,0
19504,26238,55267,41715,39891,50317,10830,29968,1
31019,16039,65534,2870,34517,13713,18316,62664,0
60158,20179,23780,35915,46618,49816,42029,53423,1
62029,60817,41703,26506,20650,35355,8156,50541,0
32272,31086,54786,34254,43026,64672,1918,21452,1
34868,54116,32841,61482,2173,9038,23376,28771,0
46714,31218,52348,30646,31238,3652,53128,48074,1
4351,58298,38993,18452,34990,43950,62277,53317,0
715,12554,27897,8970,28210,4608,13249,20467,1
17295,59166,21679,3845,5920,59419,42129,23466,0
51137,2885,39774,64810,23711,63087,52356,26228,1
44567,60926,56502,36232,29345,24694,17385,20798,0
55953,58491,32559,56631,42430,14668,16106,41496,1
28166,54257,57224,28191,45454,48622,48631,45463,0
64521,47753,13811,53153,51706,29992,18048,64082,1
36184,17159,30833,5410,62761,22053,52831,27987,0
17430,16999,8448,673,25878,16582,1649,9121,1
62728,61387,56078,14201,11782,55474,6851,60535,0
50005,65270,60087,39558,10722,25712,15779,28721,1
48338,3096,45986,35310,3952,34294,45258,14924,0
53061,17369,17563,32085,35806,16012,35996,14798,1
19318,63189,56332,62405,38778,1296,48547,12233,0
47713,65273,12734,16996,35807,48285,17560,29658,1
17287,18502,46040,37076,61535,55442,3009,8972,0
19048,5331,5815,63038,23775,58093,24251,57481,1
64613,44778,52058,8470,14143,36860,21135,59980,0
24585,32433,43535,55493,51718,42612,7864,29386,1
34410,55329,58057,22579,25763,32786,24139,47866,0
64087,38680,8305,49612,55846,22228,27983,57789,1
25885,23115,3949,50104,27248,39411,16214,52437,0
37420,31549,10842,65417,47222,33972,59665,54739,1
55205,21925,46495,15975,25146,27586,33280,35832,0
39288,14489,19898,62059,54466,51954,41441,49105,1
23109,9500,24560,54748,1461,61632,32601,35372,0
40682,36296,34720,63633,6474,30041,4898,32561,1
37782,3307,41256,59519,12990,58516,40829,18775,0
11681,24637,48023,25496,38454,933,19868,55311,1
53329,23307,16610,31847,37043,10092,35674,15493,0
63984,37605,56862,28697,10222,58108,27413,44551,1
40987,6745,45048,3761,4067,5352,47682,41289,0
52315,44453,56569,53412,4258,32001,25086,3165,1
56747,29768,36765,18813,21046,15669,43491,50912,0
59438,3682,36900,19019,30730,17449,58956,55919,1
27514,26565,59153,40511,35947,63994,3263,31022,0
65298,1934,10307,16322,55121,14412,63644,6017,1
38789,38001,4430,54579,34507,16706,1012,50301,0
16797,22964,7051,14112,23062,28308,6185,11435,1
31437,48199,14646,43339,17403,5388,50826,36989,0
32326,33266,64924,22186,33754,55128,65460,43830,1
39187,57716,63969,54224,24818,12964,30823,10801,0
47673,45557,31287,9721,49166,37900,3020,24526,1
51469,62421,18167,60008,36858,6589,15064,44191,0
18041,8969,860,42205,17701,34772,25968,42881,1
16656,20170,12482,19776,29138,906,4058,32130,0
47715,2592,54353,39008,28210,37440,45123,19505,1
33550,57666,193,33463,33743,25589,25164,33398,0
44913,17592,33358,50326,11583,32814,60361,18136,1
26966,35631,22763,42351,12733,11840,57977,64900,0
56339,30993,58437,62901,14422,36004,42242,4592,1
32285,26110,19098,16404,13447,9706,7139,2702,0
8679,16713,565,42889,9170,59072,24750,42428,1
50964,45265,46399,58294,29227,21351,30661,22153,0
41303,20084,20265,5336,61054,23212,61219,23537,1
36237,50842,49733,20459,20424,35185,19223,36270,0
22292,32452,12998,22404,26066,10560,10704,25922,1
30073,14191,49732,31716,46909,19595,16918,47520,0
23433,29938,56207,47110,32774,52468,12155,25481,1
37509,50334,32184,62989,61245,12947,22043,35765,0
3441,61173,27223,15666,26406,54215,58244,22373,1
35880,418,53879,3163,24159,3577,36234,56876,0
24809,32256,61971,26856,37626,5864,7913,39675,1
34337,5196,6396,54449,40669,49405,37485,52301,0
27149,19944,2671,14808,24674,29744,10213,13239,1
15056,20400,46153,27977,36505,8953,30048,55552,0
48076,16369,9650,44381,40574,37548,33853,35055,1
20791,46780,64348,4414,43627,42882,59275,60002,0
50223,40547,24585,22199,42022,51412,23116,14014,1
40322,24234,20573,48443,52703,58257,49960,60774,0
3403,59044,64829,25264,61558,33812,60399,40845,1
33166,23930,5954,30839,38604,9485,56564,28469,0
61459,38796,43246,45168,22781,10236,26527,6302,1
56877,5118,28158,63944,46035,59958,52691,37942,0
17875,43140,64864,51941,47283,25185,60759,14213,1
56938,26736,45175,34984,28189,57560,46618,14559,0
18131,12502,47809,18646,64530,30720,30213,61975,1
59939,29284,54685,52470,16318,48786,38983,6507,0
10527,13926,17240,23841,27207,27463,8057,7801,1
15634,605,46422,8786,34884,8207,16207,38660,0
11584,2684,35150,57888,41998,59484,10044,27502,1
4666,32364,41115,29271,45729,3131,27734,53964,0
5287,7325,40359,3650,35072,4831,2106,37861,1
56553,792,39118,6122,17447,5362,57329,36644,0
10017,36149,14155,8972,4202,44601,43540,5191,1
6544,53652,51234,19042,53682,39926,51204,33344,0
51189,25201,14807,10274,65058,19027,42372,4597,1
9362,9893,34477,64764,41535,55897,567,31313,0
4841,56608,52619,57187,57186,579,53193,4840,1
37713,45605,32120,5415,60969,42754,8564,26719,0
36144,20692,22830,14728,54302,26972,56804,24742,1
45117,39256,17180,14894,62241,41846,10597,31026,0
37793,1454,9867,48565,46378,47131,38415,39742,1
46017,12250,63991,34987,18998,42865,39963,29020,0
5888,20602,24906,2642,30282,23080,18298,27416,1
59267,46081,34258,49518,25169,30063,21378,17596,0
48051,41990,393,19134,47674,61112,8117,19255,1
31973,3431,20292,30172,13217,30907,29058,15000,0
63776,10118,282,35646,63546,44216,56998,35364,1
33582,47190,65116,1796,32114,48978,15224,63832,0
37501,46756,27147,55824,63606,27828,9433,45083,1
58027,753,5904,21062,62907,20663,57434,17750,0
23203,29176,29170,23333,11089,10973,11099,10967,1
10664,23680,45050,4289,34386,19521,29992,48955,0
6740,43890,23090,57286,16486,29876,45350,34292,1
61814,31161,40443,56022,27789,41839,35023,18221,0
19659,61620,53897,23236,40514,43632,48255,34893,1
47909,7220,34838,51425,13107,54485,42769,16631,0
4496,28924,6586,52613,2090,48505,24940,54335,1
13226,19456,22361,47107,25843,62467,32682,61274,0
29554,6233,61515,26582,33593,32655,27435,38813,1
6854,22776,26166,27642,31984,13058,16958,3532,0
46437,62493,54765,16078,24712,51923,16760,60195,1
64707,10578,26859,12665,37928,6187,54673,22930,0
28356,15205,4326,10709,32290,4784,21921,14643,1
30143,11803,59747,48833,40156,37082,23460,22434,0
38465,732,17571,5421,53986,6129,38045,20878,1
52634,4781,63642,33927,13568,38442,57143,31773,0
56695,13195,15421,24162,57674,28137,61180,25183,1
64492,20266,27042,8703,37454,28373,46278,18525,0
32290,7607,61944,1967,36826,6680,25493,63063,1
11707,12720,35905,28060,41466,23596,7179,57821,0
17548,18754,57558,35194,42074,49208,3534,27052,1
52056,24439,11316,22460,59244,2251,37935,31624,0
15247,21255,40478,5653,42385,17682,26760,34827,1
32746,1145,27298,11003,5448,11906,31635,16473,0
7047,5948,15141,9679,8354,13043,3259,7914,1
41988,51045,15209,27289,40813,44540,25441,20976,0
22044,23262,37382,49846,50202,39016,3266,20656,1
909,53213,34390,63642,34267,14151,52304,32460,0
51492,60005,15222,13669,62034,57088,9025,3603,1
37352,21485,57832,3352,28672,24309,49669,60656,0
3160,44816,57918,9366,61030,35718,41800,50856,1
4139,36279,26132,16862,30271,52329,40348,10186,0
6890,51848,54572,12380,53190,64212,53346,58736,1
14895,5595,35434,44404,45125,47279,12276,10014,0
36680,6270,12404,23190,48956,17128,38710,27362,1
24256,15573,16905,42760,7369,39901,25109,58625,0
54201,31252,22943,40064,35366,59028,43437,50463,1
37639,60096,31591,40432,59488,30512,31175,59031,0
23354,58038,15176,30454,24690,37952,47500,19902,1
25769,55685,25941,60343,508,12850,48428,36578,0
43866,47052,9996,26328,35926,53524,7318,16852,1
24729,24609,31417,46499,6688,54658,184,53018,0
6129,23772,33175,40456,38502,49876,19245,8095,1
24927,39940,5556,33131,29931,7535,64859,38111,0
27432,33445,61057,43102,34217,11003,59789,18143,1
29605,53939,16680,12925,12941,57550,41238,29525,0
55089,43688,22879,45444,36462,6956,32153,59611,1
12496,64236,38277,25574,42325,39178,51772,63075,0
61579,43788,2238,50955,63541,27655,23431,53173,1
330,56434,5087,64355,4757,10001,56632,59580,0
41872,60051,56746,59451,32314,680,18691,13713,1
52601,50203,30579,40683,47626,23280,2402,59800,0
2244,1464,46906,11876,49150,11228,3452,39262,1
1500,50941,25288,18155,26388,32790,49953,9251,0
45200,17508,23425,22998,60177,7602,62708,599,1
24266,38037,6010,26950,18864,64979,51807,32316,0
64759,26695,26205,24095,39594,13912,38064,14402,1
35928,40926,24081,48447,53833,8929,4998,58158,0
59249,24275,29007,58447,38462,47772,47522,38144,1
59094,50179,2005,31495,57603,48900,8917,31954,0
30869,28784,18496,54374,12501,42006,2277,39974,1
53581,8784,58785,13527,13548,5767,62237,53622,0
35722,30509,33084,29348,2742,1417,64679,62360,1
36018,10946,52815,36053,17149,42519,42608,17050,0
26937,18790,15690,32163,21619,13509,8287,16617,1
14887,47572,18629,26352,29410,57124,33779,11829,0
36693,59144,20271,21040,49274,46392,26717,7455,1
39108,48824,18506,53386,53390,28210,9852,39104,0
3772,45629,46294,7191,47722,44586,48257,43201,1
37402,2688,60429,22308,32279,23972,39066,47913,0
45362,22864,54564,29060,25622,10452,59490,42144,1
52341,23267,39857,15715,22468,26496,38550,42706,0
24956,36077,61838,4205,37106,40064,60817,57827,1
59026,38081,3679,7020,59597,36781,29267,5427,0
13717,47339,35395,863,49110,48052,36222,35100,1
37262,3501,35954,31288,7676,30613,39971,63050,0
19887,62207,54273,34704,39342,30063,48976,21393,1
31780,50144,17836,50249,14728,1961,49092,33253,0
57594,24284,42736,5364,17930,18984,48678,45572,1
51293,53052,62611,40190,15566,21442,1889,26733,0
24405,9869,60603,13219,46062,5422,31192,57112,1
45321,48273,27622,21306,56047,61355,3480,14556,0
54770,49612,10424,6197,64842,55801,5182,12429,1
6022,41656,616,19501,5614,61077,46398,20037,0
1847,27030,50681,10233,49870,20079,28321,57856,1
35884,21459,14314,22842,48070,2793,57343,28368,0
16902,49421,8200,65457,25102,16060,33547,57273,1
5089,13664,25300,41807,28981,38447,9857,49563,0
28847,46464,26489,9813,6102,37845,50479,16684,1
1894,4134,25533,15021,25819,10891,5952,22800,0
63639,18754,22725,42450,41042,60560,45525,64791,1
50469,53224,32173,19653,47240,33581,2765,12648,0
4904,1326,25390,16475,28678,17781,5638,9077,1
18432,30860,51889,2147,33457,28911,12428,49874,0
6324,44015,34538,61843,40542,23164,45915,30585,1
41312,34503,10803,21386,35667,54605,10151,31161,0
49599,24925,52022,7842,2697,32767,41186,54676,1
5858,44962,30526,17107,25052,60785,47424,13805,0
53112,61997,41326,49401,28182,13012,15701,24983,1
18987,969,44016,35005,57819,35700,18914,9037,0
56967,50695,28821,52247,44562,2576,6272,48258,1
5961,43967,32040,48115,27233,4172,48374,50907,0
