# key_policy=split_keyset rounds=7 n_pairs=10000 seed=42
c0l,c0r,c1l,c1r,delta_left,delta_right,v0,v1,label
5930,15640,33887,1527,37749,14575,10802,33192,1
18163,19880,11634,27167,27521,10167,2907,18285,0
7434,4218,64993,55649,57579,51483,3440,9344,1
64692,57864,16732,3559,48616,61423,7868,19643,0
47206,8839,29290,44503,51724,36688,39649,57277,1
50157,15437,2898,35639,51391,46970,65440,32869,0
59312,59767,5551,25022,61983,35017,3783,29713,1
64941,56621,17690,3721,47287,54180,8320,19347,0
7467,42913,11706,42058,12433,1003,47754,35312,1
27764,52215,26764,12011,1272,58652,42883,18023,0
37645,37404,65435,38442,27798,1078,273,27057,1
19591,57466,49763,48920,36580,24418,44285,32123,0
6698,33494,15455,43445,9845,11107,39164,38378,1
7546,64846,65117,3482,58151,61652,57396,62407,0
42796,27287,4959,2725,46195,24626,52667,6650,1
8725,2785,40193,11799,48916,9462,10484,45846,0
17492,11382,33757,30655,51081,23497,26658,62562,1
26134,20183,38626,1677,61684,18522,10433,36975,0
17590,18568,21158,31208,5648,12640,3134,11086,1
18709,29083,17488,14987,3397,19216,14478,32475,0
29432,34553,40140,8098,60980,39259,62465,33646,1
39896,35145,61486,40341,27638,5340,4753,28091,0
3741,54133,61724,42107,65409,30478,56808,21863,1
36417,61558,45515,4141,16266,57435,32311,41446,0
49606,1859,36309,65084,19475,63871,50821,29673,1
39596,39903,37490,7336,2270,34679,371,36570,0
13867,16833,58197,17778,54654,1203,30698,42535,1
22408,5075,36995,64416,50955,59507,17499,27427,0
8933,45644,62176,58028,53253,20704,37033,4172,1
10785,5623,48221,41732,38524,46835,16342,8025,0
26293,7221,1734,49299,24691,56486,31360,50773,1
61822,37400,33513,17306,29591,53634,25446,49523,0
22199,47702,44175,41740,64056,6490,60641,3971,1
14163,33746,59381,5871,53414,38205,46209,61722,0
50608,33239,30727,11092,48567,43651,17511,21331,1
62948,32349,56117,34983,11985,63226,35769,21394,0
1259,26768,38336,24326,37163,14230,27771,51910,1
10454,8129,20262,47104,26608,42945,14103,63270,0
54308,42957,29997,45989,41225,5224,29673,50824,1
1560,56195,13109,39536,13613,16883,56731,43333,0
15432,18183,27999,24838,20759,9729,31567,3161,1
29157,49524,18197,15926,14064,65346,45201,31011,0
1035,25070,49013,60590,47998,36160,26085,21467,1
14295,25814,51816,37865,64959,63295,21249,22913,0
11874,36774,44256,21975,33410,55921,41412,63799,1
51075,38318,38251,22605,21224,52707,21037,52518,0
60486,44151,3745,33911,58087,10240,16433,35542,1
63182,32890,53011,35136,14813,2362,30388,18003,0
40959,55961,16380,14909,40963,57508,17766,1473,1
20824,9815,41140,1120,61932,8759,30479,42196,0
59216,3879,61316,26739,2260,26452,59511,34807,1
50704,13691,18373,27240,33237,24339,62315,11693,0
6491,53962,62691,65274,60856,11312,52113,2585,1
42061,17356,4624,17388,46685,32,59265,20988,0
35886,31177,57418,16047,27748,18278,62951,57061,1
32165,318,15446,8171,16883,7893,31899,9149,0
3892,6355,17449,48069,19229,41750,6119,65516,1
4900,3878,6634,28986,2766,32284,7170,26832,0
31202,35716,22364,36438,11966,1490,62054,55562,1
9973,22262,46119,55628,37586,36794,28675,28011,0
3881,21404,3296,44212,969,65320,23733,41044,1
46110,23821,49667,10354,30237,30079,59667,60017,0
17731,22806,19478,62273,2389,43607,7253,48983,1
54683,22247,30457,12942,41826,25705,33660,17527,0
52131,59959,9690,2105,61049,57870,8596,11747,1
44070,24963,30938,56435,54524,48624,52645,42153,0
43696,50456,20981,39029,64325,23917,28584,51584,1
2032,49273,26967,35222,28327,18927,51081,57537,0
60970,19572,47010,350,22920,19754,41566,46844,1
32098,42378,53789,19357,44927,60951,55528,39296,0
1616,61469,41380,1341,42996,62752,63053,42137,1
56479,16045,54557,48492,2434,33729,57906,26737,0
61156,50521,55189,13462,14705,61903,11197,58115,1
29453,59524,42380,16529,54913,43029,39817,58653,0
29507,42980,58053,62894,37254,21066,54439,5995,1
63811,20685,22196,31835,45047,11414,43406,10991,0
46710,57027,29016,61376,50990,12547,26805,40600,1
35623,45389,60717,11389,26122,40240,14954,49488,0
22845,64243,62575,22564,44370,41687,41934,44107,1
23262,48865,52613,49088,38747,289,58431,29253,0
12509,9928,29112,11369,16741,2721,5653,24017,1
3325,10861,22123,6060,23190,15809,9872,16839,0
8581,20683,40528,57571,49109,45096,29006,32435,1
35826,62059,62678,22027,32548,42080,31129,41693,0
4356,58521,38281,37062,33933,29791,62877,1359,1
41069,52169,46725,23294,5864,37175,27556,60539,0
9086,31525,11143,49985,2297,47204,22619,59590,1
63876,5861,19363,41956,45607,46337,61281,59463,0
10438,42288,37473,39678,47783,16334,36342,2207,1
40729,24263,41020,21559,16165,2800,49630,62475,0
43530,60317,60907,27332,18401,33113,16791,34607,1
4127,20967,56803,16298,52732,28237,16888,57929,0
52832,58272,59658,56820,10090,15956,11712,13566,1
21347,19527,10818,19652,31009,131,7972,26246,0
63369,36557,53484,17318,10085,52587,31044,37706,1
15459,36252,21808,54912,26963,23324,45567,33712,0
18211,24003,30012,29606,12831,11877,6880,1690,1
39789,3930,49930,30650,22631,30944,37943,46256,0
35398,15911,25902,28115,61288,21492,46177,2301,1
1681,15251,27153,53975,27776,59716,15618,47302,0
32712,60300,11953,13214,20857,55314,37956,7471,1
38581,45583,25666,7693,62199,44034,9402,31311,0
46367,17825,26002,47412,53389,64661,61630,56486,1
5072,1392,64027,44282,59851,43402,5792,22241,0
42545,14216,13479,9264,37526,5048,37305,4247,1
49433,16003,37903,23833,21782,25498,65434,51478,0
48770,50415,5097,51372,44395,3139,31341,56133,1
22768,746,7948,46172,18428,46774,23066,43856,0
17963,33278,4764,18675,21687,51469,51157,23151,1
36738,35629,53888,55310,23810,21283,1199,2702,0
15411,44690,9671,28876,6644,56926,37537,21771,1
48537,64753,56551,51010,24958,15283,16744,7077,0
51422,31019,1323,59796,52725,37055,45557,60607,1
13374,50039,30168,32082,16870,48677,63305,2186,0
29529,16809,39721,35060,59504,51549,13040,5085,1
46678,7502,53850,64594,25612,57628,43800,11784,0
28670,11559,63613,58910,38787,52025,17113,7779,1
15146,65275,1309,7276,15927,58007,50641,6513,0
11950,7361,57110,45692,61880,44733,12911,28010,1
61114,34837,49384,26741,11858,57440,26287,43165,0
2453,55996,550,6566,2995,49946,54057,7040,1
6858,25363,39993,62917,34547,38614,31193,27132,0
1465,25492,37767,42314,38462,50910,26157,14029,1
65039,8930,61707,46270,3844,38492,56557,17845,0
19978,33658,42964,39666,59870,6536,52592,15654,1
34257,15266,57286,34393,23063,48635,48755,22943,0
20010,21432,12552,58337,32546,45145,7570,53993,1
51259,61143,32439,40055,46732,29344,9964,58048,0
32781,21405,9633,61949,42412,41568,54160,54364,1
54382,16036,3027,41079,57277,40659,60106,43940,0
25862,13194,52995,15336,43525,2146,22156,62699,1
449,53356,21872,17702,21681,38218,53677,4182,0
8784,53231,3802,61205,11402,8442,60863,57807,1
20442,341,42982,41346,59452,41175,20111,1636,0
59003,50922,48506,38510,23297,20612,8337,11028,1
33013,41588,54857,43,22204,41567,8833,54882,0
40956,55778,22941,62463,50785,10781,17950,43618,1
1600,47557,55725,49197,57325,31208,49029,6528,0
15727,39871,14056,54392,2951,20423,42704,58000,1
24482,34148,36657,37338,53395,5310,56006,7915,0
2127,49127,57003,47759,55012,1384,47016,25636,1
47835,60423,12137,32808,38322,27695,22236,44865,0
31708,13683,50766,21158,48530,26581,20143,38120,1
11822,21499,40029,64749,45683,44822,32213,24752,0
61832,8614,32815,12735,29095,4121,53294,45456,1
1991,65301,56943,42413,55720,23224,63698,31682,0
25834,50858,35833,53677,61203,5895,41536,23124,1
326,14353,13856,64441,14182,50088,14679,52633,0
45563,29980,18351,15591,63060,18939,50407,31560,1
29693,33678,58718,26116,38563,58762,61555,33626,0
43248,5225,40964,47583,2292,44470,48281,6619,1
39631,759,47977,30599,8614,30064,38968,52462,0
52681,23964,51972,53289,1741,36277,36949,6957,1
20806,56810,39551,37452,52025,20390,36012,2099,0
34206,47525,14813,27611,48195,53886,15419,20998,1
23733,59138,29613,39419,12056,32505,48055,59990,0
21058,59845,38964,13733,51830,56416,48007,44433,1
16179,4173,54982,913,59893,5084,12158,54615,0
44812,33526,21847,33943,64091,1633,11770,53696,1
32113,26352,45864,23629,52825,15037,7041,61285,0
1966,45742,45933,54436,46275,26122,46336,26569,1
36611,3766,24457,18258,53386,18916,33205,6363,0
44971,12953,44919,20256,220,32185,40242,57431,1
63277,27216,38456,1021,24853,27053,40317,38341,0
21414,3426,58456,15729,47102,12307,24260,55593,1
18260,52632,47664,43642,64868,26594,35532,4170,0
32112,32680,4394,15553,27738,17257,728,11755,1
30968,11951,31662,35786,854,42341,22103,61540,0
52478,44734,57087,37333,4609,16235,25152,20266,1
44096,5788,52921,50132,25337,54600,47836,3437,0
16941,16597,37629,54408,53456,37981,760,18037,1
29697,64324,56860,14799,43549,49803,36677,59347,0
47203,44471,62363,41012,19448,3459,5588,21423,1
8061,38738,15160,4114,9285,34624,34863,11050,0
44981,31408,41710,53644,3419,43836,54533,29538,1
11617,22502,39750,60103,46631,48417,31367,29057,0
45481,60694,32603,38250,52978,30844,23743,59953,1
28686,621,38263,6351,58745,6818,29283,36280,0
24277,61347,64126,48593,42155,21106,45430,18351,1
24027,41883,63966,51046,41989,25853,65088,16056,0
26902,40616,47118,10791,53528,46223,63422,37417,1
54600,8687,11645,32380,63541,24467,62631,21249,0
34670,50200,19787,55922,51749,7786,17270,38713,1
38025,32955,42409,30091,12576,62768,5170,53282,0
55888,12555,20708,10391,35508,6556,60251,30835,1
22761,28779,2223,28856,20550,211,10370,30743,0
43938,47930,2747,51067,41241,31809,4248,52672,1
6869,47826,25146,6288,30959,41538,40967,31402,0
24610,59179,61457,52378,36915,11185,34569,15499,1
17750,6953,11038,65486,28232,58599,24191,54480,0
16353,16058,60636,49872,54077,64618,347,11788,1
54459,49815,11647,19730,63940,36741,5676,24685,0
6036,35651,46810,12420,41294,48071,40151,34398,1
17157,26377,63960,36840,47837,59617,9228,30256,0
64528,32156,12688,40252,52608,57504,33164,44204,1
18432,28912,36750,38940,51086,59628,14576,6034,0
20240,6620,8860,17710,28044,23794,22220,26546,1
50788,61311,17575,23216,33475,46543,10523,7703,0
54420,9840,31250,33571,44678,42323,62180,63793,1
48865,27943,17745,8765,64432,20250,54214,26476,0
8997,44046,61294,62223,52299,24321,36651,7265,1
45342,15827,26918,37227,55352,44216,36045,63565,0
3036,62372,3335,58698,1755,5870,63608,59469,1
50416,52500,60643,62037,10259,16193,2532,7862,0
56076,52204,61742,18101,10786,36185,4320,47003,1
14004,5684,54787,23445,57527,19873,8320,36246,0
56382,53138,14040,61446,60134,16276,5036,50910,1
43852,2323,1602,56111,44302,53820,41567,56685,0
21119,46403,20017,59345,7246,21138,59196,43488,1
13857,2027,50211,15321,61954,15410,12746,65530,0
21952,36840,10732,25753,31788,60273,55848,19829,1
18170,34046,30740,41578,16110,9876,49668,55934,0
22284,9406,44156,15563,64368,6261,29618,37047,1
4043,44533,51882,58633,50529,18684,41534,12195,0
43145,44443,51705,6221,24944,46550,1298,53684,1
49816,35630,54792,7316,5264,38842,18870,51868,0
1340,17925,8937,8670,10197,26587,17209,823,1
13647,12886,39042,61710,44493,50008,1817,27020,0
46872,61022,7180,49212,43796,11874,22854,56368,1
39731,35243,7408,34250,34755,3169,4760,39226,0
44712,17211,41279,60560,3991,44971,60819,19887,1
25954,34783,8543,14509,17469,49010,58045,6642,0
8774,55823,11055,56360,2409,1575,63561,63239,1
12323,64679,45962,7810,33705,57893,52356,44296,0
45853,26987,48151,19542,3850,9533,55926,61505,1
11790,23073,59434,53447,50724,35558,29743,14573,0
13842,28921,27002,48925,24424,53220,18155,54887,1
13857,8104,26633,44421,24104,45613,10633,50572,0
43950,23781,32091,58836,55029,47409,63307,39055,1
15544,58256,39189,47918,42413,22718,57128,8763,0
10639,38735,7224,19803,13751,55828,48832,20835,1
35881,47419,41670,1554,12015,48937,13586,42196,0
61520,39778,62179,17971,691,56657,27442,46288,1
4789,23260,38304,44947,34581,62799,18537,14899,0
32664,24312,62591,41288,35815,65456,8544,21815,1
18002,60533,18239,48183,365,20546,43559,64264,0
38891,798,14552,53261,44851,54035,38133,59605,1
37504,32407,47009,60053,9505,37890,60439,23860,0
24688,35333,54891,52333,46619,18024,60021,6662,1
22515,21272,22251,4465,280,17001,1259,18330,0
34333,30491,46659,47435,12382,52816,61702,3848,1
38801,34197,26306,24423,61779,56050,4612,14757,0
8810,47877,23906,35633,32520,12340,39279,54867,1
64277,9891,45644,12456,18777,5643,56758,33508,0
63028,62476,46441,14622,17245,52498,568,35959,1
29747,10230,45811,10414,50880,3928,21445,39517,0
34336,42793,32548,49709,63748,25860,8457,48393,1
21978,405,45000,27409,64018,27268,21583,50393,0
19969,2488,36488,41603,49289,43835,18361,11275,1
19422,58629,32106,61986,14004,5927,44763,36680,0
25939,34923,14499,25012,24048,59871,60728,22807,1
10964,62756,58658,42459,53238,20735,57328,16633,0
26757,13630,48702,42834,54971,37484,23995,6508,1
21480,9135,58369,14051,47081,5452,28743,53986,0
18164,20543,13481,37584,29277,49903,5835,42617,1
12242,36576,42620,21975,35246,56119,41266,62379,0
1292,10873,29769,59241,28997,52496,12149,37664,1
57552,17471,2648,30707,60040,13260,42223,32171,0
29933,5196,23127,64878,11962,59682,24737,42809,1
2905,57606,7044,21922,4317,46244,59999,20006,0
58413,43669,5181,16611,61456,60022,20152,21726,1
25618,2895,63124,28818,37510,31709,28509,34310,0
60984,4931,1837,49444,59669,53863,64891,50697,1
36663,25195,59067,53522,27020,45945,60764,14249,0
48775,4043,39730,146,9653,3929,45388,39840,1
29219,57520,35775,22494,63900,46958,37523,56417,0
14159,32432,46807,15811,33176,17267,18943,35604,1
37375,54039,15607,25698,44296,46965,17128,22677,0
62819,53012,19726,38463,47213,22827,14967,56113,1
65230,78,18922,2911,46884,2833,65152,17077,0
63748,14970,3771,6268,63423,8710,50046,5831,1
22585,49848,62513,41101,44040,25141,39553,21692,0
56702,32171,37003,42055,19957,55788,41173,13516,1
12810,2514,16868,4895,29678,6861,15320,21243,0
37710,6436,59507,23835,31549,17471,35434,46440,1
52685,49764,57430,43517,11675,27545,4009,18859,0
58551,16608,35225,53698,27950,37154,42071,22619,1
8063,55689,62738,48168,60013,26017,50934,18746,0
60488,56331,33020,64326,27828,10061,12355,31674,1
18053,40305,31689,43161,15692,13800,56308,54096,0
27604,45304,18415,51542,11323,31150,56108,36537,1
16311,38002,17791,8084,31432,35814,43973,23275,0
39476,52083,10698,51070,46078,3085,20807,61108,1
21545,17400,30353,33973,8888,51021,6097,61988,0
55903,19027,14968,32972,57383,51871,36876,47796,1
15013,47513,52582,57769,63427,22576,33596,11471,0
49657,23619,26008,29927,42081,10404,40378,4479,1
58683,7733,64725,23839,6638,17194,64270,41418,0
44650,47938,63166,61237,22740,21623,5416,6539,1
26490,18789,4429,26759,30263,8674,11807,31178,0
19308,60922,60479,52338,42835,8584,42646,8269,1
6102,12490,32833,25287,38807,21005,10012,57990,0
16340,22311,23914,27912,25278,14895,26867,12386,1
33101,645,44005,60219,10920,59838,33736,16606,0
24739,20559,6672,47238,31411,59593,12524,41622,1
3014,7589,40942,23832,37928,16573,5731,49910,0
63706,57962,35419,46130,29313,22104,6832,15977,1
29582,27316,2913,59100,30959,35944,6458,60861,0
40595,46346,33806,58127,6813,22021,11161,26369,1
60458,20072,63077,23498,6735,5538,41538,44463,0
16230,63314,46204,26690,35610,40720,51252,56382,1
47059,62628,23875,52671,60048,14619,17271,37116,0
52618,61976,24372,41313,37566,21369,16274,65109,1
46922,7697,5539,49288,41705,56985,43355,54571,0
56777,9983,18377,14992,39424,7279,64310,32089,1
33032,61582,36278,34880,3262,30926,29062,1526,0
49781,54542,39642,700,22703,55218,6011,39014,1
32268,10641,5956,51908,26952,58197,22429,56704,0
15501,27289,39125,1688,42072,27649,22036,40525,1
42755,25490,44626,4165,2385,29655,50321,48663,0
18612,59617,65497,12602,46957,55771,41045,52963,1
9269,54555,14051,42747,4822,29664,61742,36888,0
26960,24064,32215,62657,5255,43713,14160,35094,1
39659,26841,47002,43113,11633,49328,62002,8179,0
140,63494,843,61963,967,2573,63626,61760,1
1609,36236,35093,50001,36700,20189,35781,19012,0
12612,6679,47124,19577,35152,22126,11091,62573,1
48296,5621,43751,27228,5711,32681,43357,49339,0
63126,60022,39704,20194,28046,42132,7392,54778,1
7806,25071,39975,43014,33369,51689,32657,13345,0
40053,43954,62595,30258,26870,56704,14279,33457,1
24420,33001,47700,41681,58672,8760,57229,6277,0
44701,15574,1107,48973,43726,33691,37451,47902,1
39008,2639,7335,39831,33991,37336,37423,34608,0
51290,54853,26407,38303,44925,17370,7711,62136,1
36671,52791,54701,47080,23186,31199,16648,25157,0
55815,30166,14547,50953,58068,45791,45009,65498,1
21320,57289,53697,63517,33417,10196,35969,10716,0
16553,42449,54853,24928,38636,50353,58744,46885,1
23354,57358,23808,18853,1594,43435,47924,5285,0
52352,18790,14872,19683,63128,1413,34278,30459,1
37853,36185,21526,35482,51147,1987,7812,56972,0
13947,36067,52019,18900,64840,50487,47768,33511,1
38643,18114,40696,2421,2059,20407,53297,38797,0
7049,9648,18304,48859,23561,39787,15929,63835,1
59883,60806,34068,28536,27903,33534,1133,60012,0
57410,307,10146,33806,51168,34109,57713,41900,1
52586,28484,30832,59357,46362,34969,41518,40877,0
10779,14867,5603,3965,16376,13678,4104,6814,1
2380,59252,36302,52397,33922,11225,60984,16739,0
48451,59669,37045,13830,11766,57107,21590,42675,1
59445,21629,4037,60392,59376,49045,48200,58413,0
64049,29262,60557,63620,5820,35530,34943,5129,1
10360,48929,20395,63650,26579,18307,38745,46857,0
9212,56289,19668,438,28456,55895,63517,19810,1
12881,23279,33332,63829,45157,41914,26814,31585,0
35908,22121,31446,13202,63122,26107,55853,18756,1
57890,11219,4728,32721,61530,21506,51697,28073,0
15377,53156,30454,19124,19175,34064,62389,15426,1
63063,2361,39401,52986,28606,51139,65390,22291,0
37270,14982,40520,31261,4062,16539,43792,58453,1
47042,44813,31835,2894,52121,42051,6351,30485,0
10724,57839,62650,10374,56670,51561,51211,56380,1
35479,38052,54712,11099,24367,49151,7731,65251,0
26097,24545,61249,54984,35504,35113,14864,14729,1
42347,57180,6011,27007,45584,46627,31287,32260,0
564,18360,43802,31634,43310,15402,17804,53384,1
37118,825,7168,58531,36094,59290,37831,63651,0
27555,52850,9714,29424,20049,48258,42449,22274,1
49937,9037,58143,50380,8206,59265,57436,10195,0
21692,6673,31080,3331,11732,5906,20141,29803,1
61204,62686,49849,49092,11693,19226,7114,32125,0
30080,60272,39535,59726,61423,574,40688,29473,1
8826,2460,29980,64775,22374,62619,11238,34843,0
45636,25910,57713,16361,21301,23263,55154,56984,1
21740,30735,27230,60631,16050,38104,11491,34441,0
1377,40651,43820,111,44621,40612,39850,43843,1
34573,38669,29928,46707,62437,8574,4096,49819,0
39760,16471,55079,49447,19575,33136,56071,5632,1
62266,58886,22939,60575,43681,2713,5436,46340,0
63267,41680,47299,46461,20448,6061,22003,3518,1
31163,60292,23856,2008,9355,60508,37439,23272,0
3638,1743,2780,56253,1258,56690,2297,53601,1
42642,4281,175,33796,42557,38077,46635,33963,0
56992,15354,37004,3644,20012,13766,58714,40624,1
1022,57243,5703,41827,5561,31992,56421,46372,0
41124,2126,11802,28984,36542,31094,43242,24354,1
29513,57511,7727,51387,28006,10268,37870,54932,0
31853,30677,37402,8479,61047,22218,3000,45829,1
65344,8355,59461,14300,5893,6015,57315,57241,0
28288,55790,59378,7487,35186,50385,46958,64205,1
58851,32169,23083,8459,49096,23714,38986,31520,0
3695,22594,31196,53330,30643,34832,22061,43406,1
38365,22672,15497,40992,43348,63664,52557,40105,0
33464,4503,32689,28593,64777,32294,37679,4096,1
28684,5520,15580,62689,19664,57713,26012,51261,0
15791,3131,20961,54043,27726,57120,12692,33530,1
52221,28145,33028,13,19193,28156,42508,33033,0
58078,56050,64888,49500,8102,7086,14380,15396,1
19611,59987,2389,26496,17870,36307,42696,28373,0
64836,11861,38745,7445,27165,13120,54033,35404,1
31260,397,45537,31671,52221,31290,31633,51798,0
26778,12433,49193,32109,43187,19964,22539,48452,1
6007,11159,52269,60286,56154,49385,15584,10067,0
45412,12797,58666,14080,21582,1789,32921,53802,1
34211,44213,28351,14033,60188,39524,10518,22638,0
33823,16386,55171,22750,21404,6364,50205,36701,1
64148,14094,37610,7850,26750,10660,52634,35904,0
53178,21993,31645,9854,46119,29591,39507,24035,1
13721,30435,4748,1823,10005,29180,17274,5523,0
21864,23892,49544,15236,38112,26320,2108,64012,1
30640,15746,50339,59428,45843,54694,18994,11399,0
54785,24656,19234,63709,40227,39053,46673,46079,1
64018,16574,21123,19365,43153,2843,47788,6438,0
30678,35684,38532,21559,57682,57171,64690,49843,1
58964,34473,46677,56078,20481,23975,24829,27995,0
29198,23042,51912,34282,47302,57320,10252,20258,1
8560,42816,13201,42885,4833,197,34352,37908,0
50628,47095,37,56734,50657,27241,29235,56763,1
12231,30711,31394,33216,21861,63031,22576,64354,0
64920,37047,53800,49202,12208,20613,27951,4634,1
40639,21917,33281,13329,7358,24972,52002,46608,0
28245,29516,6736,49232,29701,45852,7449,55808,1
42536,36803,43527,27708,3119,58367,10731,50747,0
51956,64083,15535,63693,63067,670,12455,50274,1
54853,2474,43050,25263,32367,27397,57327,51845,0
14466,12590,40703,20344,42621,32342,2476,53639,1
8866,52549,8531,42590,1009,27419,61415,34573,0
61845,22351,64550,14141,3507,24690,42714,51995,1
47293,51698,50066,24057,31535,37899,29007,40555,0
11588,19646,45983,18775,40667,1513,25082,64200,1
26530,551,27469,60745,3311,61294,25989,34308,0
42544,43753,30886,5000,56982,47457,3289,27438,1
59012,48073,22126,32226,45290,50731,23885,11148,0
111,62179,21710,47516,21665,19327,62092,60754,1
50728,64638,31990,59894,47838,5512,14934,38144,0
30750,10272,19658,8328,13524,2216,20542,27714,1
42186,55272,46658,65472,4744,10280,29474,18818,0
14141,27165,54735,41241,58098,51972,23840,29910,1
8278,57275,29732,36673,21618,20730,65517,64357,0
42219,42779,6382,41250,48133,1593,1008,47564,1
62085,17009,32431,35694,35882,51487,45300,62913,0
24548,21581,61761,55985,44709,36604,2985,11248,1
49383,65250,26115,31234,42724,34016,15877,7169,0
8880,41919,48269,60405,40509,18506,33039,22392,1
9272,35805,24080,23151,31272,53682,45029,1151,0
54796,3554,24864,22670,46892,21868,56302,14766,1
18342,23522,33822,5357,50104,20239,7236,37107,0
46558,48902,63444,62813,16906,19035,2776,649,1
50507,24439,1041,37790,49498,52457,39484,38799,0
37458,43422,6364,52447,35470,25921,15308,54275,1
18160,7189,62739,28644,46051,29681,23269,39671,0
1236,24927,59620,64492,60464,39603,25995,4872,1
58896,65488,20286,5017,43310,60489,6592,23719,0
42650,29221,49168,63849,26250,35660,54463,14713,1
40530,7778,51793,55779,21507,51073,32816,5042,0
50790,54372,55962,33806,7420,20586,4610,24212,1
32570,3052,11421,49006,21415,46210,29910,37875,0
6172,1872,5045,54907,2985,53547,8012,50638,1
3012,164,30857,1413,29517,1313,2912,32012,0
6030,1757,62628,51207,58154,52954,4435,15523,1
