# key_policy=per_sample_key rounds=6 n_pairs=10000 seed=100005
c0l,c0r,c1l,c1r,delta_left,delta_right,v0,v1,label
50297,1484,11707,29787,59842,29079,49589,23008,0
29632,53058,28004,15300,7844,62598,48258,22176,1
14021,5012,26043,19539,21374,24519,9553,10728,0
10282,64628,29244,39822,23062,26618,54366,59826,1
16874,26797,31103,18303,14485,12242,10567,15872,0
9041,32855,41417,31260,33432,64075,41734,56277,1
47590,13322,39262,61430,8376,56316,36332,30376,0
49717,60486,5065,55001,53756,15007,11891,50448,1
4491,21944,54452,9989,50495,29373,17459,62385,0
8486,36646,23562,20760,32044,56894,44544,3346,1
23120,60580,40805,37532,50485,32312,46836,3577,0
36306,42262,4934,8098,40596,47796,10436,3300,1
19832,10417,12058,63367,25186,57142,26057,55453,0
36063,13667,12677,61327,48474,56044,47548,56842,1
3604,13044,25425,33857,27973,46773,15584,59152,0
30698,1499,38626,46641,57608,46058,29233,8403,1
14297,20729,11024,40845,7369,53108,26400,46237,0
52009,59261,63829,48928,12924,22621,11348,18037,1
8828,24856,20842,48880,29462,57320,17252,61338,0
51879,5301,747,2504,51276,7549,56850,2851,1
62297,46599,24282,28278,44419,55409,17758,12460,0
34301,54470,60640,59772,26909,15802,20795,1436,1
54942,45698,35921,20428,23247,64846,25628,50077,0
41524,6362,13880,3622,37900,5884,47854,14366,1
43611,47193,25957,1982,53054,49127,4610,25307,0
20019,9391,59716,42494,42871,33105,27292,19642,1
49369,47558,52162,39897,2843,8735,31007,20507,0
53381,9549,23613,60088,36024,53237,62920,46725,1
37853,64878,30120,52804,58997,13098,28339,48108,0
1593,40949,26057,37910,25584,3043,39372,61919,1
6138,9232,5847,22348,301,29532,13290,16795,0
44113,43713,6561,50786,46576,27811,1680,57283,1
51027,37172,33662,62169,17453,25581,22119,29095,0
42837,53489,6799,25996,48602,46461,30628,32515,1
37074,42314,43507,49918,14625,26548,13720,27405,0
8211,40821,44862,21413,36653,52432,48998,64667,1
21167,5496,25536,22496,12655,17048,18391,13344,0
47240,30570,29688,42366,52080,53780,53218,54918,1
315,10546,20646,32991,20893,43501,10249,53369,0
46215,34630,28402,50355,55925,17397,13249,43585,1
4351,57843,35754,17200,39765,41667,61708,51354,0
64866,64301,51027,57000,14897,9605,1615,6651,1
56943,31112,49164,3850,7779,30338,42983,52998,0
62337,32920,35058,23490,31603,56154,29465,54064,1
2289,8090,42024,51812,44249,54782,5995,28236,0
30425,59984,22,52228,30415,9812,40073,52242,1
18761,1284,26420,31515,11901,32287,19533,7215,0
59808,36251,59456,16314,480,45601,25659,55290,1
20533,24559,5401,58631,17708,47848,4058,61470,0
52938,65350,10890,47783,58432,17889,12684,36909,1
17338,52235,58901,55010,42415,6889,36785,12535,0
40898,52786,16290,64529,41056,12835,20976,50099,1
6502,53180,43212,64542,45482,13218,55002,21714,0
1401,9501,32993,46992,34200,37517,8292,14193,1
1886,50093,41419,41160,42645,25445,50419,259,0
15997,55920,43221,36442,38568,21546,58381,9871,1
12176,35462,5716,16695,14788,52145,42262,22371,0
64721,26574,61004,5297,4765,29567,39711,64253,1
38204,43776,56185,41546,20037,2378,15932,31027,0
7278,9351,58427,3503,63573,10536,14569,59796,1
17113,55285,14272,4863,29977,50442,38188,9535,0
5272,14923,46816,19921,41592,30618,11987,64305,1
44071,25613,16672,56482,60679,47279,51242,40322,0
61226,48116,33754,44503,27888,5667,21726,11789,1
5386,54776,48363,22463,43489,33351,49394,60244,0
41757,22133,14649,46544,39460,58277,62824,36073,1
20736,51095,30654,58282,9918,9277,38551,37908,0
24047,63188,56151,17103,34488,46107,43835,39320,1
10526,61179,23575,24422,29961,45469,51173,881,0
17096,45140,46489,882,63313,45862,62108,46827,1
12413,37739,54391,33234,58378,4793,41750,21925,0
9708,58204,26856,10831,19716,51475,50864,17063,1
3248,35015,49698,40118,52882,5233,33911,24212,0
32931,45877,38609,25689,5746,55148,13206,62088,1
56861,60244,54798,38242,2067,32310,13641,17260,0
14932,28940,53092,7695,62768,28419,19288,53611,1
44520,36120,41073,48689,3481,13097,8432,7744,0
35141,63350,62270,6190,31355,61272,32307,60176,1
47381,27879,23423,49657,57962,44318,54770,39558,0
39996,23297,38289,53182,2477,38079,51005,23087,1
22648,946,27367,14939,12959,14825,23498,20668,0
48853,53870,7824,50274,41029,5644,27835,56050,1
844,18398,44268,33370,44960,50564,17554,11958,0
30372,22827,64065,60028,36069,45911,12175,4157,1
39977,17010,14995,33649,42682,49411,56923,47586,0
21660,50428,52668,11679,39200,59747,36960,57379,1
36162,22769,27913,21829,57419,3508,54707,14412,0
38958,4933,11445,56445,46235,53048,35691,61640,1
35701,15767,42321,42864,11812,39655,46818,545,0
11280,50085,64680,41599,53432,25050,61365,24279,1
26407,8684,31519,18160,7224,26396,18123,15855,0
31407,7012,6291,21144,25148,18940,25035,18955,1
1866,63466,48351,53995,48021,9473,61600,28212,0
1388,44141,5996,33822,4608,10355,43265,37746,1
47638,15914,47489,40852,919,41406,33852,9749,0
63507,17471,58207,13648,6988,29039,48172,54799,1
37501,13697,35984,36064,7917,47457,43004,112,0
30165,60435,41361,13237,54340,57254,39366,37412,1
44710,61533,59843,43177,18277,22772,24315,16746,0
14476,53232,26073,4197,23893,57237,63356,30140,1
22814,41871,1688,10738,24454,35453,64145,12138,0
48343,53554,27846,35078,53265,22580,28133,58816,1
34142,12518,3077,2659,35163,14981,46520,1638,0
59591,21536,37819,36686,31612,56174,48359,7413,1
45065,48147,23618,21927,60491,59828,3098,2533,0
587,22210,40027,64326,40464,44420,21641,26397,1
29093,58132,7835,10979,28478,51703,37553,13432,0
60709,32392,51154,31805,10999,693,37805,48111,1
10931,3419,32073,29388,22522,32663,10216,3973,0
26106,20681,64934,630,39004,21183,13619,65488,1
32756,42391,30542,50193,2234,24966,55907,45919,0
10817,25448,6337,64443,12928,39123,18729,58234,1
64134,28460,40340,33690,26386,60598,38314,7694,0
27417,54215,3994,38320,25731,18039,47326,39466,1
7847,60232,44282,31685,45661,37005,62959,55103,0
62635,36891,47512,23646,19763,52293,25776,58822,1
23962,29129,41949,25831,65095,5422,11347,51002,0
28901,18002,2401,28391,31108,10421,14007,26502,1
52153,12002,27210,47065,41459,39227,58715,56723,0
28093,16004,59945,47713,34708,34021,21305,20552,1
34811,22618,41579,45873,9616,60267,57249,4442,0
41139,31963,38176,1227,13715,30736,56424,37355,1
15506,10850,61995,21929,52921,32715,5872,42882,0
52594,23397,32550,45767,45652,59810,38423,52705,1
63329,10369,41269,2043,22100,12154,57312,42702,0
46850,6523,2162,62600,49008,60915,44665,64762,1
5014,56308,11064,23810,14510,34550,51298,30266,0
54634,6750,17508,39373,37134,33683,53044,56745,1
36498,24314,21329,59538,56771,46696,53352,48067,0
1930,40517,20927,41583,22069,15402,39375,62416,1
61893,13860,39750,41983,27267,38363,51169,14521,0
25387,52809,47024,22030,54427,38983,44386,57790,1
34418,57122,6212,53239,40502,4309,22864,55219,0
29051,47152,202,142,29105,47294,51531,68,1
44215,65453,34875,38598,9356,26987,21274,7933,0
50953,34330,49116,45779,30933,13513,16659,3343,1
14031,26305,34030,51184,45601,41265,20494,17182,0
16033,50927,9464,27447,6745,44504,63566,20431,1
54884,59208,64927,19401,11259,44161,12588,46678,0
11153,28219,23573,29567,30596,7492,17834,12138,1
20165,41472,60459,16087,41710,40151,60613,54012,0
30675,64900,60210,9739,40161,56207,35415,52537,1
6406,46225,41289,13047,47183,34406,44439,37822,0
8508,11945,47541,8053,39049,12764,3989,42688,1
18951,56016,39851,51503,53676,5119,37079,21124,0
44205,28525,45793,12914,7756,23839,50112,32915,1
4786,54002,8675,5517,13137,51071,49216,13422,0
29733,22624,38582,19422,58003,5054,11333,56680,1
49599,10191,26119,877,42936,9378,58992,25962,0
40240,19211,29182,47684,60622,61775,54843,52154,1
39976,59323,55266,1668,19402,57663,31635,53606,0
17005,64415,41501,33180,57456,31235,47602,9089,1
29504,23481,9395,65274,22515,42307,10489,55881,0
37607,43102,46464,39488,10087,12830,15033,12224,1
35183,32764,32540,27796,63091,4968,63123,5000,0
18111,63381,25216,20024,9279,47533,45354,11448,1
22006,62666,50158,56125,38424,12279,41276,6355,0
15662,6666,7786,36284,9028,38838,10020,37846,1
19779,57772,54224,14742,40595,55354,44271,59974,0
56828,41732,20344,56288,37508,30948,32504,38040,1
57585,29801,39910,51087,31511,46054,38040,23657,0
56738,18507,10681,48075,62491,62336,38377,37490,1
40349,3263,47187,23096,9678,22151,37154,57963,0
55162,12683,2774,60980,56748,57279,59121,58594,1
6544,3635,9995,47640,16027,46123,6051,40211,0
27104,16614,34320,38245,61424,54659,10502,4981,1
12039,12092,32904,37960,44943,47988,59,5312,0
40600,48367,31212,9209,59252,40726,8823,23061,1
54376,60980,36657,16153,23385,53549,14940,45096,0
37368,14995,6455,58400,35023,57011,43883,64791,1
48472,27379,50172,40555,32420,62616,55211,23959,0
5928,22151,49394,38981,55258,52930,16815,22711,1
6613,43801,19991,57158,22466,29791,45772,37201,0
56871,12584,18879,21968,38808,25848,61199,7279,1
11343,16869,30292,14290,23067,30263,28074,16774,0
45525,25135,28357,17800,57104,10151,54266,11085,1
10044,32001,29699,52194,21311,46819,23101,49121,0
8476,46309,2943,20549,10851,58528,38393,23354,1
55551,36266,10151,27947,65368,57473,21845,19084,0
56767,15292,22467,35808,35452,45148,58883,56355,1
54072,32383,1498,19337,55010,13814,44359,20051,0
27597,23409,56268,41597,45057,63756,12476,31153,1
53060,33190,33643,64493,19503,31307,20194,30854,0
24274,39319,32826,64621,57064,26106,51013,31831,1
17389,23523,35779,11710,51246,30301,6158,42621,0
42905,8178,27686,29120,52159,28210,47211,7654,1
59861,7401,2543,31415,57402,26206,62780,29528,0
51042,16702,50223,25778,845,9612,34396,41117,1
26405,58228,12619,4137,22126,62301,33873,8546,0
50828,16309,36764,59469,18704,55288,63801,26577,1
5881,22433,27606,46708,32047,57813,16728,56738,0
53804,59014,45007,34535,32227,24673,13482,10536,1
3320,51103,53059,40115,50107,23340,52071,21488,0
18578,1009,1646,38510,20220,38303,19299,36864,1
63315,59928,3437,53584,64062,15176,7499,56381,0
60854,64710,19167,20826,42857,44444,4464,7045,1
45666,60638,35994,2101,16120,58603,24252,33967,0
47083,37061,42571,23350,4512,52211,10030,64893,1
8796,31998,37794,14048,45566,18974,24226,42306,0
1255,38261,3171,36706,2180,6679,37266,33537,1
39174,5227,58690,56565,31812,51358,36205,14775,0
45055,11113,20105,57999,57718,51686,33942,44038,1
50224,47713,36381,54654,18989,28447,32337,23395,0
60466,23717,50699,2879,10809,22426,45207,52532,1
32069,59996,3528,15383,28813,54859,38681,12767,0
51782,63215,5998,17205,56616,46554,15529,21595,1
55372,39158,60135,37713,12971,2983,16570,31158,0
35508,18656,31685,31522,61809,13250,49748,231,1
5468,8589,18118,60842,21402,52263,13521,43884,0
51896,18921,56436,26340,5836,12045,33617,47760,1
53731,34244,62289,39796,8882,7856,21543,26661,0
19803,61432,41923,51954,61080,9482,41635,26929,1
36597,20803,33198,29296,3931,9011,57270,62430,0
57993,51979,32653,48620,40196,30439,10626,49761,1
37772,30114,43931,41733,14359,54951,58926,2206,0
13219,29667,2611,33121,14736,62082,16448,35666,1
21929,12734,63783,62677,44174,50539,25623,3570,0
1627,40904,43215,28813,44692,61253,39315,55362,1
16582,31777,28811,15300,12365,18405,15591,19279,0
47075,37660,32431,26851,51532,64511,9471,5708,1
19944,61807,35754,44016,50754,23199,48263,8282,0
65317,7433,31657,63540,33932,58685,57900,33693,1
57608,26656,34026,59550,26082,32958,35112,27764,0
26795,36321,47535,18393,53508,51768,58698,65142,1
28191,48091,63996,24177,38883,58794,54724,42893,0
54419,25053,18246,58334,37845,33283,46414,42136,1
13597,24935,29103,60349,17586,35546,21626,39442,0
35004,4758,4715,32850,39639,37572,39466,37433,1
47916,7173,64812,37638,17920,36611,42793,28202,0
22969,24333,52682,43071,38003,63282,1716,26101,1
55148,52608,7491,45079,51759,32151,6892,44372,0
20491,31119,63274,63882,42785,32773,10628,3744,1
12258,44274,30551,46884,22709,7126,33552,49267,0
45500,11148,38912,53379,10684,64271,39472,18563,1
44276,55049,47226,59615,5262,16342,31741,20645,0
47572,53878,57853,64122,22569,10252,27554,7047,1
8225,21887,6190,65499,14351,43684,30046,59381,0
48063,39251,2021,8137,48218,34458,8940,6188,1
39326,28485,13980,44964,44802,49377,63195,39224,0
54798,25262,30130,13153,41916,20943,46240,18131,1
5508,49930,45236,26623,42288,42229,54926,55115,0
46553,44526,44503,27326,6158,51024,6199,51049,1
60759,8773,47560,27582,21663,18939,53010,53878,0
7647,15819,56357,53220,49658,61999,8212,5057,1
31633,8577,25849,22843,8040,30906,23056,15810,0
46957,31646,29642,16032,50343,17726,52467,19818,1
15482,43985,16800,4504,32218,47689,38827,20536,0
64355,15408,22646,38823,41749,43927,51027,53201,1
43409,65493,53612,62923,30973,2590,22084,9383,0
49301,47951,63946,16327,14687,33928,31706,50701,1
29079,12851,35974,32520,64785,19771,17316,62350,0
4233,64200,57708,31068,61925,33684,59969,38960,1
29379,62623,41602,64402,53313,3853,34396,22800,0
39878,46635,15510,28888,42832,50931,11757,19534,1
31797,32714,57304,52715,41965,45601,1023,4659,0
42599,59755,34090,4555,9037,63648,20236,38113,1
4389,30645,21600,7143,17733,27730,26256,20359,0
2096,64168,37458,3197,39522,63189,62104,40495,1
50230,38741,33401,17096,17999,54685,21347,49329,0
61388,30812,57891,38819,3567,61439,38800,30080,1
14056,50236,7342,10780,10822,60960,62164,14002,0
38957,47362,47150,36167,8195,13381,8495,13673,1
51992,59377,20751,33134,39447,26271,11497,53345,0
10862,24020,3778,46043,9388,60943,30650,48409,1
23793,23272,51245,64005,38108,41197,1561,12840,0
45027,35730,53198,46600,24621,15770,9329,31174,1
62922,8668,33870,65174,29060,57162,54294,31448,0
33036,41508,40000,45157,7500,4673,9000,11301,1
2003,48497,10923,35838,11640,13967,47778,41301,0
58326,45939,12477,64631,54123,20228,20645,52426,1
25424,9949,5607,57245,30391,63808,17805,51834,0
19336,10030,42010,55348,61330,65306,27814,31790,1
30523,14315,52211,10335,48328,8116,16592,58284,0
24049,44579,2225,8148,21824,45559,62418,5989,1
25181,24362,54871,11696,46090,29338,15735,64487,0
51308,46944,29509,49485,47913,30253,32524,45576,1
7854,56827,23280,12134,17502,62109,50005,30102,0
26644,58037,36269,46136,58809,22157,35489,14741,1
63248,50774,21333,1118,42053,49672,12614,22283,0
29991,44606,26952,37778,7279,15788,56089,64218,1
24797,21391,6698,838,31479,20681,13138,6508,0
58506,38895,11500,10653,51302,48754,29541,1393,1
12681,39664,14566,45656,2415,10408,43897,35518,0
61905,57344,57637,49275,4340,8315,4561,8542,1
59234,64205,64219,22316,7609,44513,7599,44535,0
15855,23430,20195,42975,29452,64601,26217,59708,1
10509,45153,12991,64626,7090,19475,39276,52941,0
62439,59851,24292,27700,44291,34303,6700,13008,1
53175,23685,574,11109,52617,30688,37682,10587,0
11405,44762,10602,50219,1511,27377,33367,60737,1
63086,51495,61507,14111,1581,65080,16201,51036,0
3883,34016,51440,55844,51163,24260,35787,4820,1
3442,13929,60344,34625,59082,45352,15131,27897,0
47379,3186,27515,15832,53864,12714,46433,22179,1
45979,48984,30906,20406,52001,61678,3267,14092,0
25712,25581,54516,57592,45188,33557,1949,13324,1
38593,63611,57843,47484,30514,16647,28346,22671,0
20139,56933,6077,45110,22806,28243,37070,42891,1
32433,28773,55367,53635,42742,41446,3796,2500,0
65212,51252,60779,58617,5079,11469,13960,2450,1
49202,41715,14951,29382,64085,53301,25281,18593,0
65158,40416,16827,33884,48957,6588,25446,50663,1
30033,65309,40301,42665,59452,22964,35404,15300,0
62922,56872,56298,31161,11808,42897,11234,41555,1
34265,31061,24825,7206,58656,25971,64652,31967,0
35439,11118,3246,47851,34497,37253,41217,46661,1
12394,42703,57695,5032,53557,46439,38565,62199,0
52491,23297,18078,47284,35733,58293,38410,65066,1
53418,55231,42443,52788,30049,6539,1813,27647,0
62891,19167,42007,35216,20924,49999,49012,11655,1
2196,11622,26778,9609,24590,2287,9714,19731,0
41238,34092,6765,48005,47995,16041,9274,41448,1
53787,49115,516,41619,53279,7496,28096,41111,0
36909,18251,30140,17358,58769,1157,55142,13938,1
52122,44801,21460,58279,38990,19622,25755,45171,0
42838,21875,13397,37928,37635,49499,61989,41085,1
45178,19948,5232,25413,41994,11945,64918,30517,0
48708,7678,32059,18626,50047,21820,41914,13817,1
51849,25929,52984,40806,1137,64047,44992,20894,0
19453,54822,62642,22523,48975,33245,40411,41801,1
13072,50251,16487,62145,29559,13962,63323,45734,0
37205,6096,4810,64845,33695,60061,34437,61319,1
2570,2408,52211,2110,49657,342,866,50125,0
18188,29154,40062,53037,56178,48847,14062,21331,1
12964,49128,43176,9431,39436,39743,36172,35967,0
28413,42992,1134,35972,27283,11124,51469,35050,1
44077,62446,27082,12679,50663,49769,24515,22605,0
50905,34495,55729,20869,8040,55098,16486,34868,1
28822,61706,37624,11598,57966,56388,33180,49078,0
61661,50206,12825,60859,49860,10661,13507,57250,1
12020,3797,23354,60401,30158,58660,8225,45259,0
38932,52282,63016,47493,28220,30143,21550,20397,1
8116,3637,61272,65221,61676,61680,4481,4509,0
301,50001,6308,38746,6537,21515,49788,36862,1
17719,56637,44505,21342,59630,36451,38922,65159,0
24656,43712,55597,6858,47485,45066,51856,50151,1
53271,41878,55135,18903,1864,59969,29569,40584,0
50057,50878,40505,41052,23984,26338,1335,15973,1
35227,12022,14724,51573,45087,59267,42861,61681,0
54017,125,22833,10735,35376,10642,54140,28894,1
12289,49684,8673,34234,4576,18350,61973,42075,0
40593,15187,6113,416,35184,15091,42434,5697,1
11407,51769,64956,46577,53555,32712,59062,18509,0
21433,8439,14853,56057,27068,64014,29518,57596,1
21827,19588,64799,39363,43100,54599,6599,25820,0
15566,11638,21664,19362,26734,26324,4536,7938,1
46323,31370,29002,16592,50617,14938,52857,12698,0
26104,58711,25077,44031,1037,20136,32943,51722,1
16942,60644,2017,19543,17871,41139,44746,19382,0
13266,17929,14094,63895,1244,49054,30171,52889,1
34000,2073,18357,35758,50021,33719,36041,52251,0
20722,33798,14005,63222,26183,29424,54516,49219,1
2531,65001,30161,62205,31794,3860,62474,34604,0
51212,31139,17370,44138,35798,54729,45487,61360,1
65247,12634,8121,36790,57702,48876,53125,36879,0
53723,65246,32585,13888,44690,51358,12037,18697,1
11422,49168,28114,57588,16716,8420,60558,36134,0
12022,20378,26622,56409,18696,37827,24940,48039,1
6365,2210,51988,41947,54217,43897,4223,26831,0
28795,14704,59287,38911,38892,44687,18699,28776,1
230,38777,39339,44968,39245,14545,38815,13827,0
51295,63544,146,40262,51405,25982,12391,40404,1
62944,53715,30108,25650,32892,46561,9267,4526,0
1278,63319,19792,52200,18862,15551,62377,34488,1
8186,30073,20300,57779,20662,38090,27267,44799,0
3977,48239,19021,33673,17860,16358,46054,51652,1
35351,12808,18516,48972,49731,36164,47135,63256,0
49978,29728,24521,26852,40179,7364,46874,14125,1
57431,37012,5603,26609,62900,63333,28867,29202,0
48160,6526,53068,19815,29548,21529,42334,33323,1
18727,32938,52721,121,34006,32979,51597,52616,0
45534,13773,59879,9957,22585,4904,33811,52994,1
30856,57561,12650,6296,18914,63553,38993,10738,0
15751,10136,11338,2566,4557,11678,6687,9804,1
27465,6220,10908,62503,16853,60523,29445,57019,0
1280,29341,48335,39601,47567,59436,30621,9854,1
18541,27156,36513,40419,50892,63479,8825,4930,0
45201,7876,15103,9344,35438,14916,44629,7807,1
3201,3287,10837,18323,9940,19268,86,28102,0
15034,50274,52390,16157,63004,64383,65240,62395,1
3529,65160,19373,35352,18020,29840,62273,49589,0
30618,8451,28733,16741,1959,24678,22169,12632,1
58282,32426,2102,4452,60316,28622,40192,6482,0
41972,12058,56854,13591,32226,6669,36078,60161,1
16143,62233,27847,49358,21448,13271,52246,44041,0
39678,54502,21271,3116,51689,55498,19992,24379,1
65471,59165,62400,49097,3199,22740,6306,19465,0
16348,37597,61127,35136,53531,7069,44289,26503,1
64251,33830,17698,58232,49113,26462,32477,42586,0
14581,60652,56739,54711,58710,14683,54297,2068,1
45255,40760,40792,14600,12191,42544,12287,42576,0
2566,37147,4171,5620,6733,34031,39709,1471,1
25447,34291,43944,41276,51407,9423,59028,2708,0
25819,1339,43954,44693,53097,43950,25056,1319,1
17953,13539,64117,5400,48212,8699,29378,61293,0
24982,38375,13543,22758,21873,52481,62577,27649,1
15188,17477,6641,28031,8869,10554,32529,29838,0
59687,62440,2008,56776,61183,11808,6863,55824,1
32554,37224,38482,27986,59768,64570,60994,64256,0
40954,33429,28646,16614,61468,49779,7535,12032,1
14463,3530,32277,26052,18026,26638,13749,7121,0
11455,52836,9998,32354,2993,45062,58075,22892,1
23839,1810,884,34069,24171,33287,23053,34401,0
52786,18222,36219,1183,17225,17329,35100,35300,1
51952,10172,10755,28319,57587,18723,60748,17564,0
4034,51829,22514,22752,22576,37525,50615,3858,1
27199,18878,37779,65244,63916,46946,9089,27983,0
23358,65308,52222,65001,37056,757,42018,13847,1
30504,22619,60392,36986,40128,51233,12147,31634,0
39510,57389,29418,23075,59580,47630,31355,10441,1
6189,4397,54962,26826,52895,31207,2304,48760,0
54949,50591,53902,56393,1067,6614,4922,3783,1
29573,48941,46500,21771,50721,59942,52392,57519,0
59277,56991,11522,60678,51855,13209,14610,49156,1
19751,64950,49996,42316,36459,22778,45201,26112,0
47349,18607,16754,7457,63879,21902,61530,23635,1
57415,52788,8799,21797,49688,39697,11891,30586,0
17385,31425,14498,18665,31563,12840,14632,28747,1
44432,44452,50987,31903,27323,53563,52,48052,0
51560,65191,49492,52312,2108,13055,14287,3340,1
40012,22874,14636,18745,42336,4195,50454,28693,0
1402,26655,25794,23493,25016,13274,28005,16135,1
55990,54095,44190,16512,30248,37839,2553,60446,0
26261,4573,46491,15868,54030,11297,30536,34919,1
41119,20015,23432,49161,64279,36390,61104,39809,0
55978,51154,38748,28277,19958,43431,7544,63785,1
47275,44030,55152,12037,28635,34043,4949,63605,0
29763,165,3689,21793,31274,21892,29926,23368,1
39021,41431,32258,24645,58991,49554,14778,7751,0
39799,53483,59532,58755,29691,13672,19356,3343,1
19804,50913,43691,42804,59383,25045,35773,3487,0
17797,48679,138,28383,17679,53496,64418,28245,1
20323,34812,62495,36518,47996,2394,51359,31417,0
10134,22958,57358,37872,51096,51806,32312,29694,1
5997,36312,9483,49230,12902,19862,39605,58693,0
24293,57771,39301,64571,51040,7568,48974,26046,1
15465,56876,8205,62461,7268,11729,57925,54256,0
1124,9369,54403,26472,53479,17393,8445,46059,1
28576,24724,46952,2795,55496,27263,3892,48515,0
63847,64887,20845,30683,43018,35500,1040,9910,1
45706,26186,20057,58836,64723,33694,54464,43917,0
57423,19818,42387,46357,17884,63615,44325,4230,1
60082,50276,43494,54778,17236,4510,11990,31772,0
36508,36715,51687,19798,18299,49725,503,33969,1
19976,34680,1086,18829,18998,52981,51568,19891,0
18001,40169,31677,62472,15852,26849,55992,36789,1
38571,39790,30591,29884,57812,61394,3525,963,0
48377,4521,5361,33392,43016,37849,44368,38529,1
37888,45172,44974,12153,15278,40717,9332,32983,0
34257,15419,19174,4332,53047,11479,47594,23050,1
21960,5576,59320,39461,45680,36845,16384,32157,0
63898,39984,56250,55104,8736,19312,26026,3322,1
51309,397,52238,11586,1123,11471,51680,57676,0
62724,37275,14215,27604,49795,64079,25759,23635,1
44329,25099,11560,8478,32769,17173,53026,3126,0
4475,5233,10535,16381,14428,11148,1290,5850,1
54148,31632,27961,45612,48829,51644,43028,57109,0
16275,58817,42106,12170,39913,51787,55890,35824,1
16990,27515,10339,41716,27197,51599,10533,35479,0
5736,2862,23139,29402,19467,31220,7494,10425,1
34585,9158,13485,12196,46004,3170,42207,6921,0
32798,32291,64418,27947,31676,4872,65085,38537,1
7434,51343,2485,8569,5311,59894,54661,10444,0
42934,59783,10176,48785,32886,22294,20017,39249,1
6408,9368,41302,11822,47198,2742,15760,36728,0
9717,29943,44951,47747,35426,52852,20738,5396,1
22212,7492,51124,29759,37232,27003,19328,45963,0
55414,35033,47155,31528,24645,62449,20655,49947,1
12310,8950,16331,64432,4061,55622,4832,50299,0
50929,20576,58033,9968,9280,30352,38545,50241,1
30876,36506,56490,41404,42038,12070,62982,32022,0
32005,50296,26440,37430,6733,22094,47485,62846,1
65143,15225,7175,834,57968,14395,50446,8005,0
36701,10232,47269,40559,14328,47511,43173,9930,1
28118,15190,49395,59505,44325,54055,22144,10370,0
38002,60880,60989,27941,31311,33013,31138,33560,1
36114,23980,16446,13489,52524,26909,53438,29839,0
48801,32601,27825,54298,53776,43843,49656,47275,1
65197,21499,4651,39999,60550,53188,44374,36372,0
58934,53701,58706,35200,868,22597,14323,27858,1
133,41423,49825,34130,49700,9373,41290,18419,0
38143,28727,48015,46229,12144,50338,58568,3866,1
41934,17283,11825,16320,36351,31811,57421,4593,0
50638,6777,4019,55162,51837,52483,57271,55497,1
25275,8479,40178,12040,65097,3607,17316,46074,0
19006,17684,59158,37804,44328,54968,3882,29882,1
64763,41596,59139,61317,7160,19961,24199,2182,0
41483,183,23751,52384,65228,52247,41660,36967,1
52174,472,14838,25294,62008,25366,51734,23352,0
41295,47182,27835,56216,52724,25558,6401,46883,1
64158,18130,40418,36507,26492,51273,48204,4985,0
29508,14252,1311,8245,30299,6041,17640,9514,1
4207,10690,60383,13355,64432,7657,14765,57332,0
5963,39530,44432,12519,47835,43661,36129,40311,1
11181,26691,61345,63230,50188,40637,17390,6495,0
64349,50368,35432,30949,28981,48165,16285,62093,1
30287,923,23275,11545,11428,11906,30164,30706,0
15257,36354,56427,11167,59378,42397,46491,63476,1
