# key_policy=split_keyset rounds=6 n_pairs=10000 seed=42
c0l,c0r,c1l,c1r,delta_left,delta_right,v0,v1,label
45399,22905,22511,54518,59064,36239,59438,33561,1
6566,21696,30211,22112,28581,672,19814,8291,0
34613,10353,55305,65101,24380,54844,44868,9796,1
25745,21643,14777,45897,23848,59330,12314,35568,0
18501,20492,58186,41653,43791,62137,6217,16895,1
645,7597,28070,53652,28451,52281,7976,48178,0
2770,37209,65193,16752,62587,53289,39819,49113,1
30932,56771,4519,10549,26995,62710,42263,14482,0
35179,64029,65403,57853,30224,7136,29558,7814,1
51228,64730,10806,19307,57898,47025,13510,24925,0
10646,29412,1176,17030,11534,12386,23410,17950,1
48807,31200,16565,5247,65042,28063,51015,21706,0
6956,64889,2401,30649,4685,35520,58965,32472,1
18311,57126,43953,18671,60470,38857,39073,58206,0
6636,50681,39754,16379,33446,64002,56341,42161,1
44971,34560,11997,6708,33142,40244,10411,13545,0
39195,48281,39315,46658,136,2779,9602,12241,1
28343,56320,23294,56154,13385,1882,45751,33188,0
38195,22317,50378,10261,20985,32568,49694,60639,1
17722,64068,7119,31388,24309,32984,49022,24915,0
18643,18197,36730,61397,51113,43200,4038,24751,1
32584,8415,53536,53533,44648,61890,24471,61,0
13565,2149,40848,52088,43885,49949,15512,21736,1
54388,29545,24976,26922,46564,6723,42781,2234,0
42082,7146,3060,12896,44950,10634,49032,14740,1
20922,29154,63751,30768,43197,2514,8280,33079,0
42237,43159,21734,11711,61467,34088,3178,31065,1
46855,13882,15330,9824,36069,4186,33085,7554,0
48653,32147,60138,26918,21735,5301,50078,33740,1
52197,47244,49817,23068,2428,58000,29545,39045,0
8696,19183,49540,63680,57468,45615,27415,14660,1
46412,26338,49966,31047,30306,8101,54190,47721,0
55686,62761,49254,50650,6624,12531,11439,1468,1
24988,43619,2881,51899,27357,24792,52223,49658,0
21786,23085,10641,10150,31883,32139,3895,3639,1
34128,36506,44300,12372,10332,48846,3018,40280,0
24062,43251,62734,60178,43248,17377,62733,7708,1
27757,63759,5620,23697,31129,42398,38242,18789,0
45776,17797,3496,22388,49016,4849,63317,23260,1
39948,2468,60627,53361,28895,55765,38312,15522,0
23938,40019,38815,57260,51741,17407,49617,18483,1
18332,24166,36160,26807,51932,14033,6650,58871,0
31343,32103,49547,49491,48100,48180,1800,216,1
49320,6889,45631,64286,29335,57847,55873,18721,0
2464,54806,20402,47665,17938,27687,57270,62851,1
29357,31704,17589,64017,13848,33225,2421,48804,0
44551,41853,11171,49703,34212,24922,3450,59780,1
10238,45175,28875,64770,22325,19829,38793,36297,0
55027,53349,5135,57803,49916,12718,1686,62916,1
37022,4222,59523,30866,30749,26860,32992,36881,0
27713,2928,61837,36159,40396,34383,26417,31922,1
22313,1993,56004,39329,36333,40552,20704,17253,0
6265,7761,35145,42194,37168,47747,1576,11675,1
56793,60543,16084,8428,58125,52371,12710,7736,0
42866,1720,14766,33190,40668,34590,41418,47112,1
37841,58637,37841,11564,0,51233,30428,48893,0
18930,27928,16958,16959,3020,12071,9450,1,1
27093,36672,12628,44593,22657,8561,59029,40805,0
61842,9489,8490,51019,53432,57946,54403,58977,1
53659,35118,51625,56979,6194,22461,22709,5946,0
33997,48175,18024,46889,49829,2822,14562,61761,1
13303,1448,1636,21944,13715,20496,13919,21468,0
59596,25710,16980,50213,43672,41035,36002,34417,1
42762,49126,61158,45637,18924,3491,6380,23715,0
56233,24219,13396,30417,61437,10314,34098,17029,1
42780,38534,43566,10964,3378,48210,12698,33018,0
41156,29173,29548,54939,54184,42862,53553,42487,1
5439,49451,55919,33443,53072,17288,54292,22732,0
8403,25768,60830,54594,52557,45546,17531,14556,1
17838,4186,22883,18153,7373,22195,22004,8074,0
59770,27773,17882,64303,44192,38738,34055,48885,1
51,32210,2320,33314,2339,65520,32225,35634,0
13596,3260,12212,17655,6824,18507,14752,27459,1
45837,10950,20235,2946,64518,8516,39371,17545,0
28236,20662,15579,51096,21143,38702,16122,64323,1
25458,29044,55440,18012,48098,14120,4614,40652,0
18965,52379,40629,39770,54432,22465,34446,1519,1
32722,55723,26867,27175,5921,45964,42617,724,0
57745,29898,12102,1760,52951,29226,38235,10662,1
40380,24182,24987,6783,64551,17417,50122,31716,0
667,22923,64997,19891,65406,5176,23312,45142,1
30221,30523,56101,20845,44328,9814,310,35400,0
3174,13148,45251,36681,48293,48149,16186,16266,1
45751,61340,22423,54887,58656,14843,23851,33264,0
46511,34660,39314,29882,11325,62430,13003,60712,1
24913,2491,8433,14512,16800,12555,26858,6209,0
15882,13540,56027,13591,58577,499,2798,61388,1
21429,47794,64999,10985,44626,36955,59655,55054,0
28812,5539,41923,64826,54095,59545,25903,24313,1
9398,29803,63511,33813,56481,61566,20701,31746,0
5562,64367,20133,63603,23327,796,61141,46806,1
46801,54179,51662,409,32543,53818,25970,51287,0
32792,18468,45067,2757,12307,17121,51260,47822,1
54471,18592,44780,46488,31275,64824,40039,7028,0
20956,37255,55792,43672,34860,15135,49243,29544,1
36866,28641,18002,1632,54864,27009,65507,16434,0
40465,10676,27015,14500,63382,4368,47013,20771,1
35655,46769,52582,51130,17953,28939,15862,2780,0
33281,11754,32998,6409,743,13539,45035,39407,1
20612,5559,3344,27600,23956,32359,17715,26304,0
53849,54187,53642,9530,979,63121,498,62640,1
53539,24437,40062,6188,19805,18265,36438,33874,0
55865,46091,55828,11364,45,39023,28210,63088,1
55605,48692,44840,40688,30237,8388,26369,12760,0
59613,10384,28410,5781,34343,15877,49229,30831,1
63014,52821,57563,29542,5885,48435,14451,37821,0
46469,61753,3958,7890,47859,61419,17596,4516,1
61281,64540,16836,41174,44709,23754,4989,57618,0
16535,28454,28391,50806,11888,43344,12209,43153,1
62535,9742,35568,45883,32439,38197,53833,14795,0
57593,25621,10245,18123,51452,8926,34028,28366,1
46879,9003,51827,49676,32108,57639,37940,2175,0
15460,53006,41547,38017,40495,23439,62314,14026,1
9225,61165,52281,47765,59440,21624,51940,30380,0
50321,61153,23606,27492,39079,34181,10864,14162,1
9301,35807,16117,62805,6816,32394,44938,52128,0
17246,35710,63422,13424,46304,48910,51232,50126,1
9293,18144,52313,31705,59412,15673,25261,46976,0
42431,11584,11103,23026,36576,29874,35071,29357,1
63133,24685,19779,50742,48094,42587,38640,35701,0
32102,42828,17086,63509,16344,24409,55850,47787,1
10290,26463,42146,25969,35984,558,20333,49619,0
29863,6065,36141,30282,63882,25083,25366,64359,1
16119,8883,8500,33810,8131,42657,7236,42278,0
20687,182,51603,52090,39260,52172,20601,745,1
51556,54677,11312,15385,58708,59788,7409,4137,0
12350,6288,37881,37834,41927,35674,10414,51,1
56132,11959,40139,17243,18319,28140,62963,57232,0
8103,190,18470,20893,22401,20771,7961,6587,1
43583,25553,41511,63988,2072,39461,51694,23507,0
1152,1397,52668,54507,51516,53662,501,6487,1
53222,57867,37504,35530,23910,26817,11757,6218,0
5906,30017,44667,40152,47465,59801,25171,12963,1
48654,56993,60790,23648,21368,33473,24751,45334,0
1186,55087,40749,31372,39823,44451,54157,58785,1
42341,56472,38543,9070,13290,65526,31229,46561,0
9950,44125,2941,53739,11683,32182,35459,55958,1
2231,16272,64380,4014,62411,12350,14119,62674,0
50584,48623,60524,25738,10740,55653,30839,35046,1
38877,64809,55029,21696,16680,43497,27380,33333,0
2407,37085,32279,26062,30576,62739,39354,7129,1
50879,34060,55488,46088,7807,12548,17331,27848,0
14632,64214,61553,56860,51545,9418,50174,11885,1
47365,35360,59379,56837,24310,21541,13093,14838,0
45710,1062,37158,13168,9128,14166,46760,41558,1
32327,59393,46135,40618,51824,30379,38470,10909,0
52535,25026,9913,53026,60302,44768,44277,59803,1
62435,55199,19806,13620,48829,58027,9340,30826,0
22379,49238,23324,2947,3191,52181,38717,20639,1
47445,1419,36728,22555,13869,23952,48350,55139,0
57979,59189,4207,41367,61972,18082,1358,45560,1
38868,2307,45557,7564,9761,5263,40663,44153,0
38859,8291,29607,11051,58476,2888,47016,22668,1
40141,3644,35828,34276,5945,35800,37617,3600,0
37878,5555,46442,39404,9884,35935,34373,11398,1
13338,51782,29786,51077,16448,3523,65116,46047,0
35079,15545,32947,32332,2484,17141,46526,65279,1
46616,46321,2306,6619,48922,44330,745,4313,0
38025,58314,53369,18200,17648,42194,30531,38753,1
38447,25395,10830,32275,48225,7456,62748,21597,0
4766,15902,17025,31251,20511,17421,11392,14482,1
3694,633,27831,34733,25305,34260,3095,60186,0
47855,1080,54509,60902,28162,59870,48855,14603,1
3013,2080,36327,41829,34338,43845,997,11906,0
57613,1259,18956,45495,43777,46428,58854,64443,1
61212,59543,4108,30555,65296,40908,1931,26455,0
15525,14799,50998,10872,64403,5047,1386,60750,1
51013,35954,533,49150,50512,13196,19255,48619,0
24783,13962,1323,21341,26084,26071,22085,22134,1
48661,12417,14935,46751,33858,34334,36500,36040,0
46014,40172,31614,58413,51392,30913,12114,40787,1
40589,43151,25245,52200,64528,25447,13826,43381,0
19726,33092,8420,13421,28138,46377,52298,5257,1
39469,37485,17763,12967,57166,41162,2112,30660,0
10919,20686,5372,49357,15963,36867,31337,54321,1
25954,16838,32072,6755,6186,23461,9380,26411,0
22407,38481,33899,14092,54252,41309,49622,45927,1
1761,1190,37197,42574,38828,41704,583,14083,0
36473,64356,54790,54123,22655,10255,29981,1389,1
58361,30895,59344,34428,1065,65235,39766,25004,0
40483,32274,13159,64961,44356,33747,57393,52902,1
44220,13089,18562,11074,58430,6243,40861,25536,0
52656,46749,37197,31760,23805,51853,31533,60765,1
9776,56587,40022,20027,47718,37680,64315,53869,0
8846,53690,32606,62873,24016,9251,62260,35527,1
8416,19042,37905,12643,46321,31489,27266,42354,0
24656,64978,8753,58915,16993,7153,40322,50194,1
35097,14282,29059,51342,63642,65348,48851,47373,0
64589,12208,58260,54360,8153,64488,54269,14284,1
22895,36164,61965,10549,43874,42097,54315,56120,0
51462,39628,56510,11572,5560,47096,21450,61834,1
16218,21018,32985,52876,49027,40086,27968,20053,0
30773,2136,45329,54605,51492,56597,28781,25692,1
30451,60041,44232,16066,55867,54347,40058,37386,0
56546,25917,51205,31285,5351,7944,47583,45616,1
43283,64261,5368,5965,48619,60488,21014,949,0
1774,31389,6189,34433,7875,64540,31859,40620,1
43746,49466,55546,37350,29208,20700,27608,18716,0
9656,48193,34828,962,44468,49027,39417,35790,1
65053,1153,25265,20073,40108,19176,64156,11480,0
56598,58971,50362,62868,6572,5071,15181,12590,1
298,46957,48784,8377,49082,38868,46663,40489,0
58679,142,62503,58141,4368,58259,58809,5946,1
6498,21745,42556,26263,48990,12902,19859,49323,0
44939,18498,45467,28482,7696,9984,59337,57049,1
23544,54547,20839,28982,2719,42021,36587,8273,0
38342,20974,18218,51970,53996,39660,50216,35880,1
30669,60342,8134,9170,26635,51300,40059,15380,0
5722,15182,8942,54853,13492,60683,11540,62635,1
32775,14332,26140,20542,58907,26562,47099,13858,0
18049,55150,29316,1627,13317,53557,37359,29919,1
37846,56337,3269,46264,40723,26793,20423,47229,0
12180,50610,22297,27038,30861,44076,59942,16007,1
42065,43084,43106,64746,3123,21670,3101,21640,0
16960,19421,11852,9416,27660,28437,2461,2692,1
22036,59707,654,57194,21658,13905,48943,56804,0
41971,22568,980,27086,40999,12774,64475,27162,1
51959,64151,46131,37769,32452,26910,12384,10170,0
7371,5038,24674,38199,31913,34457,3941,62805,1
32896,23511,28310,41345,60950,64086,56151,53015,0
1209,65374,30739,29058,31914,36572,64487,2449,1
6734,15191,3768,19946,5366,30397,8473,17234,0
32543,11347,65043,9960,33036,2747,21324,55547,1
24334,58532,62272,30488,44110,37820,48042,33880,0
10426,53887,16850,8901,26984,61626,64197,25367,1
28733,4282,14056,22053,18133,18079,24711,24781,0
37631,52893,29183,30412,58112,47185,23650,1843,1
22157,16288,24142,20653,2243,28429,26925,3811,0
23594,45279,15254,50609,26556,30062,60661,65063,1
12341,26272,60595,5423,56454,29583,22165,63900,0
35409,26677,50332,3379,20173,25862,57956,51631,1
39558,3830,33741,54462,6475,55880,38000,22387,0
38328,41626,53021,11610,23205,36800,14114,57927,1
28742,17386,29589,53866,979,37248,13228,41471,0
27104,59669,22647,54806,12695,16131,33013,36449,1
56720,45501,25555,37454,48707,9203,27693,61853,0
34694,52240,24203,40686,55565,21246,19350,49253,1
24473,14077,3600,13524,20873,553,26980,15044,0
32861,14027,8509,25518,41312,21861,46742,17043,1
48080,27377,62287,54970,18591,48203,53537,9717,0
60889,54353,4736,15277,65369,61436,14728,10541,1
56033,17908,17527,15497,40598,31101,40725,30974,0
14907,9219,53669,11949,60318,2734,7736,65288,1
28937,8399,40956,52019,61173,60412,20934,21711,0
49599,42862,6367,50271,55648,25393,26321,56448,1
20445,48835,3420,43122,17025,5809,61726,42286,0
640,1354,40139,50786,40523,49960,1994,23209,1
20052,52103,53553,40562,40805,22005,34259,20291,0
28275,43429,57335,18451,45444,57782,51158,38884,1
50832,2503,4354,47265,55186,45414,53079,43427,0
22040,55868,8046,35864,18806,22052,35876,37750,1
7131,8434,42294,36919,48877,45253,15145,13569,0
9403,3131,51495,43173,60828,42142,10368,24962,1
16531,50584,47715,45245,64240,29989,34059,2782,0
5197,1708,24001,20378,18828,18742,4833,4699,1
43760,34382,61137,31599,17441,64801,11454,38334,0
44707,19174,36631,22976,8628,4902,58437,54999,1
16233,43152,60218,60267,54355,17403,38905,81,0
14120,12813,10537,46863,7681,34050,1317,40486,1
5019,53469,43748,9279,47487,62690,49990,36571,0
46645,36836,11509,32661,39616,61553,14801,21344,1
61501,59990,51943,62794,15066,7964,6763,16301,0
17884,48845,327,24406,17563,57755,64273,24081,1
16861,40033,28396,33149,12081,7452,56764,61329,0
5655,50654,17923,42521,20500,25543,54217,57370,1
18332,21991,61271,14176,43211,25223,4731,55351,0
44626,5509,37723,26515,15625,29206,48087,62664,1
30636,28964,57065,61317,43333,40609,1672,12652,0
36884,26645,20505,62392,49165,39853,63489,41889,1
60795,48203,30401,9222,39866,38989,20784,21191,0
14965,3540,17701,41541,32592,44945,14241,59232,1
33357,48268,29401,51196,61588,31600,16065,46373,0
16870,48674,35110,15440,51392,33394,65476,46454,1
47107,25329,22121,4753,61034,28768,56050,17656,0
45914,51924,10182,32027,38044,47055,31118,23261,1
4350,27223,1216,61486,5182,39545,31401,62702,0
40363,1848,16319,46462,41492,45638,39571,35521,1
10765,24548,44245,19720,34520,4844,30185,57821,0
37827,52721,41326,24748,12973,44381,24114,49602,1
14363,30691,41218,17953,39193,12738,20472,59171,0
18048,58514,34128,44743,50128,19029,41490,11159,1
17738,58507,878,8652,17956,50503,41409,8866,0
1247,51079,8183,15534,6952,64297,50008,9049,1
55763,4162,27466,22673,45721,18643,51601,13275,0
45676,27636,52083,49142,31007,54274,55704,29829,1
27220,25376,33599,2679,59755,26967,2420,35144,0
4270,14686,58698,28105,62948,21655,10736,34947,1
55164,11981,35956,17705,23304,27620,63921,51549,0
54029,41337,58550,56766,14267,31943,29300,14600,1
3009,1953,26635,14243,25546,12290,3168,24488,0
6768,11942,27785,57529,30457,52767,13526,35888,1
12895,29708,19562,26083,32309,4591,18003,10633,0
50763,20366,24286,65110,39061,45528,35269,41096,1
56207,16667,51560,15003,4839,31616,39572,62451,0
3295,30812,21860,10475,22971,20663,29827,32143,1
24605,43147,13175,26603,21354,53088,51350,21660,0
18259,1026,24711,34471,10196,33445,17233,58912,1
24300,15246,14560,53336,26124,60374,25954,59576,0
33709,38165,8058,59820,40151,31929,5816,63190,1
36986,12050,23461,30987,52191,22041,49000,8878,0
41974,57887,27722,17666,53180,42781,16873,10568,1
46544,26070,26745,28098,56745,2068,53254,1467,0
60957,32263,47521,37720,22460,60767,36890,11001,1
44979,39471,35241,24280,9754,50423,13724,55153,0
59539,30347,16043,4689,54840,25818,40472,11514,1
37670,29308,18298,23402,54364,10518,57690,7184,0
42623,31981,59219,36624,16684,62461,55954,26691,1
46111,49115,40157,54724,10434,27167,3012,18713,0
60709,10948,5504,30997,63653,21457,51169,27797,1
46130,50739,7873,24005,43763,39926,29185,17156,0
24520,61954,18452,14095,6108,50445,44490,32539,1
8553,51084,38115,65464,46474,14388,59109,27483,0
52311,3716,9587,20066,59684,16614,49875,27409,1
44637,56973,15366,8065,37467,49420,28880,9095,0
53906,4451,565,13346,53415,9537,50161,13847,1
54512,58609,7718,65064,51926,6873,12289,57358,0
2064,26996,2713,38336,649,64692,24932,40793,1
23542,14359,26141,51700,15851,61923,25569,45033,0
33756,21419,9762,56602,42494,36529,53367,64312,1
9146,34546,39611,24415,47361,55725,42312,50660,0
51752,10172,64412,23752,12724,31604,60820,42836,1
12949,35577,6400,57862,11157,26879,47212,64262,0
48812,46556,25362,14246,56766,33402,2928,21684,1
33164,52024,29628,24994,62000,43674,19124,4638,0
26822,42730,37721,60112,64415,19514,52780,31113,1
14505,1024,30554,61606,20467,62630,15529,34812,0
32797,63169,6972,1408,39713,62273,30428,7868,1
50063,1359,39728,11585,22719,10254,50880,46705,0
61557,54652,42629,33647,22256,22035,9481,9706,1
39250,58511,18507,5818,53529,62005,32221,24305,0
3619,16958,11276,29784,8751,13926,19485,22612,1
64622,60810,19142,57642,46760,3232,4580,44012,0
58790,47446,45200,10156,21814,40698,23792,38716,1
27278,30489,34604,11593,60834,23120,7575,43621,0
49475,43578,40211,38856,23632,15858,27513,2779,1
39820,42235,55246,13733,19522,37214,16247,57963,0
43897,750,47445,27841,4652,28207,43415,54676,1
47181,63480,17286,30694,64459,32798,20405,13408,0
4505,44507,60651,32435,64882,54120,48194,37464,1
37068,42514,6577,7880,35197,47322,14046,1913,0
32680,21899,27411,43619,5307,65512,10787,49520,1
9279,29523,54008,26410,63175,5241,22380,46546,0
34099,58571,28249,1024,60266,57547,25080,27225,1
59955,6503,60973,29199,1054,27496,62292,39970,0
58420,3173,53948,41150,13960,44251,59473,29186,1
33408,10627,6016,24642,38144,18881,43779,30658,0
34000,3595,54480,3849,20480,258,35547,56281,1
20389,10674,62826,23477,47823,29191,26135,44767,0
44022,29892,47602,8851,4612,22103,57138,39777,1
56929,24292,25627,45717,47738,60529,32901,54926,0
42355,54786,22387,12113,61952,63827,29553,30754,1
32554,3896,52346,51668,45904,50924,28690,1454,0
27312,24614,5616,46218,32576,54444,2710,41338,1
49290,35397,24559,38427,40805,7262,19151,51700,0
56229,28935,42437,25559,32352,4816,43682,50706,1
22741,45926,44169,8976,62556,36982,60339,36761,0
19110,59028,52055,55160,33265,12780,44082,7215,1
57621,37086,10475,50532,51710,21946,29131,60815,0
43072,527,40556,16003,13868,15500,43599,41199,1
33507,37516,45199,52001,12908,22957,4207,31662,0
31604,28052,21871,60671,11803,33131,5856,47504,1
13660,11947,40420,34377,43192,43234,7159,7085,0
44733,48940,38901,61612,14664,20352,4497,26457,1
2665,22591,32335,56150,29734,33641,21078,42265,0
43806,2563,60341,37832,16555,39371,41245,30845,1
24310,8588,53755,9477,36621,1161,32634,62718,0
42945,56460,26193,63342,49552,11234,31565,37183,1
1539,5644,21189,48856,21702,43220,4111,60445,0
6794,56139,54557,33926,53143,24525,49601,20891,1
15240,45768,65240,11652,50512,40780,35136,54108,0
39923,18246,64529,13952,26594,29126,56501,51857,1
24946,51834,49880,61838,41898,15348,43784,13142,0
59824,52265,18325,45336,44581,32049,9625,63117,1
4265,63483,59744,29345,63945,34138,59218,39873,0
40520,619,48288,62561,8936,62986,39971,18625,1
283,64505,9192,25027,8947,39482,64226,16939,0
24896,43446,33434,62150,58330,23408,51446,28764,1
63059,56403,47883,59290,19800,15305,10752,23697,0
64831,39038,63651,16050,1436,42700,25921,50705,1
13036,22881,54285,8577,59105,30944,27533,62860,0
28800,17206,56191,39627,44031,55805,13238,16820,1
1109,22355,26451,2787,25350,23984,21254,28080,0
57101,15523,46632,47956,26917,34807,58286,3452,1
47137,36501,52641,9536,30080,43989,14004,59617,0
24560,37903,34130,39696,55970,3871,52223,7746,1
37707,40136,33607,37472,4108,3752,3971,4391,0
27705,5960,52965,40245,41692,35453,31601,21456,1
17160,32763,3363,32473,20011,290,15603,29690,0
39624,252,57599,11891,31287,11919,39476,52876,1
56955,11325,12697,32112,61410,20813,62022,19689,0
17881,17130,27176,2812,12273,18454,1843,24788,1
50531,20353,30645,18176,45782,2177,35554,12469,0
17946,57411,35386,5598,52256,62877,42585,40932,1
9396,27641,42486,49439,33090,43750,20301,25833,0
45772,46843,28844,36459,49760,14480,1079,65223,1
53905,1809,26882,58428,48019,58157,54656,36158,0
54452,694,55798,16546,3394,16916,54786,39252,1
26135,9871,3927,58851,26944,50028,16536,60084,0
11258,3827,25162,62720,18864,64499,9481,38730,1
26906,22201,54696,59069,48306,45060,16291,13077,0
52698,55650,1455,1218,51317,56736,5304,365,1
58433,1648,63141,55081,4836,53593,57905,8588,0
23185,62767,34833,20062,53888,47985,44990,50767,1
15122,8204,51909,34028,61911,42208,6942,20009,0
501,33920,27949,6053,27864,37669,34165,31368,1
9151,40245,61361,58620,52238,31177,48778,2893,0
53092,2003,45716,45427,32240,46752,51383,999,1
3580,728,15797,8003,12361,7579,3876,8950,0
56395,50260,65399,53032,9020,2940,6175,12383,1
18059,59509,30603,38981,12544,28720,44798,61390,0
