# key_policy=per_sample_key rounds=8 n_pairs=10000 seed=100007
c0l,c0r,c1l,c1r,delta_left,delta_right,v0,v1,label
4117,5117,9948,37051,14025,33606,1000,46695,1
12850,31340,30494,11638,17708,22298,18526,23144,0
28495,35093,21676,23557,15331,54544,58970,2217,1
30810,28067,59135,24137,40613,13290,5625,47286,0
58743,42972,36837,63048,27282,20884,17067,31149,1
39306,57180,39128,36629,338,20553,18134,6093,0
65476,44667,11920,62352,53588,24043,20927,56576,1
51529,60518,39567,38714,21446,31580,9519,3509,0
62738,26843,60221,22603,7727,12432,40393,45942,1
13687,48674,21872,28313,24583,53435,35669,15337,0
51101,40179,38672,45844,20621,12263,23406,9220,1
35296,30223,23900,1498,54460,29653,65519,22662,0
53579,40841,63798,14966,10365,42495,20162,49984,1
25362,852,57137,22711,48163,23523,24646,34694,0
64337,16,406,53065,64199,53081,64321,52959,1
25549,22640,29335,15471,4442,25631,15293,20216,0
28905,36956,24824,25567,4113,62339,57525,807,1
30457,52111,47588,13723,53021,65044,48502,35967,0
46832,13627,20292,38498,63924,41817,33739,55590,1
53281,63089,34434,51811,22179,15378,9808,19681,0
16054,13983,42312,62677,39934,49738,2089,20893,1
16792,9450,16925,34677,901,41887,25970,50536,0
46037,67,64227,16269,18742,16334,45974,50542,1
23143,3851,50223,5998,40520,6245,21868,54081,0
41258,61652,44759,38974,4093,26858,20990,14057,1
16051,49314,19593,54819,29242,5761,65041,39594,0
21144,2835,19577,41862,7905,43157,22923,61439,1
879,37666,46314,58554,46981,30616,36941,20560,0
16125,2585,48712,47815,32949,45278,13540,1167,1
12170,18650,13148,31903,7382,13381,26448,20419,0
48382,43506,37441,32039,11967,54485,5388,61286,1
14836,62685,34228,39050,48192,27735,52521,7486,0
9461,32363,2037,18769,8960,14138,23198,20132,1
24354,16521,9957,59082,31175,42563,8107,49199,0
57669,5322,26202,27748,34591,30894,62863,2622,1
21409,20389,13599,16874,26302,3663,7172,29941,0
19235,7983,44830,57157,58429,49258,21516,28763,1
4149,43958,57855,61556,61898,23490,48003,4491,0
19370,57862,65456,64078,46106,6216,43436,1534,1
57092,12745,55962,50727,1438,63470,61133,7357,0
15099,17549,31331,12674,16536,29967,32374,19425,1
54937,34673,54743,56383,846,23374,20968,2536,0
37821,6561,39894,63907,2155,57346,35356,25205,1
37528,17288,19220,4178,55692,21466,53520,23366,0
4749,32307,1527,64930,6010,33681,27838,63573,1
1084,40453,39671,13088,40651,44325,39481,43479,0
41812,47518,16521,39451,58333,9093,6858,55954,1
36027,2654,48676,3976,12959,1494,34533,45484,0
3632,30229,38524,11874,38988,22647,30757,47134,1
37152,28802,57804,2904,28908,31706,57762,60052,0
22288,4444,52037,21739,40021,17847,17996,40878,1
52818,44584,49145,5010,29099,48570,24698,44139,0
34872,46931,3817,22538,34513,61273,16235,22243,1
53280,42252,21329,33085,33649,9265,29996,53868,0
53299,1786,2353,65015,55554,64269,54985,62662,1
9895,37559,60239,1432,52712,38703,46096,61143,0
46776,26439,28434,8324,55722,18371,53759,20374,1
41492,58899,55785,33517,31741,25854,17415,23300,0
51276,54189,38408,59896,24132,14933,7137,32752,1
1920,48214,23919,39122,23279,9348,48086,50621,0
3121,26958,52058,61076,51051,34778,25983,9678,1
41259,33955,20118,9516,61373,41359,9608,27578,0
25698,14440,63471,20839,37773,26895,23562,42632,1
12046,50140,16536,37946,28566,22502,60626,54434,0
13865,12884,27976,30372,23393,17648,1149,7148,1
28544,18265,39669,1340,62837,16997,10457,40905,0
17150,25149,17959,14015,1241,21634,8387,28824,1
36998,46948,20543,52243,49337,31607,10210,39980,0
51852,53913,4945,34406,55773,21759,6165,38199,1
32104,22933,33713,63221,65241,44896,9469,30020,0
17565,4549,58463,48660,41154,45009,21848,23115,1
14639,58790,27971,3905,21612,60135,56457,25090,0
64452,55158,54075,60024,10495,15630,11442,14659,1
58314,2156,14715,55353,55985,53333,60326,57666,0
3347,530,10964,15470,10183,15996,3841,5818,1
65050,55766,26454,39767,39244,17025,10188,64513,0
31031,57857,64054,27947,33537,36650,39734,38685,1
4958,20527,38870,51458,33928,39213,17265,24276,0
62547,32814,11598,57224,55581,24486,29821,62150,1
44464,22167,4476,2115,48332,24276,64295,6463,0
17226,12841,1629,60764,17687,57205,29027,60161,1
15959,30010,16782,31573,32729,3695,19309,15067,0
12026,8463,25514,18846,19792,26769,4085,10804,1
19364,29749,37732,7067,55488,28590,16273,35071,0
21516,44457,45190,56547,58506,29002,63909,27749,1
14563,52071,42843,42188,40888,28587,62340,919,0
29885,816,10740,55718,23881,55958,30605,61522,1
7003,44098,27169,22570,29050,62568,46873,12811,0
26453,63016,13671,41010,21042,22042,37245,38229,1
32135,24045,41524,12736,57267,27693,8298,37876,0
48701,10709,47284,25601,1673,19924,38888,56501,1
31871,28415,24814,29603,7313,7516,4736,4941,0
54449,16511,30698,42801,41819,59214,38094,53467,1
20843,30927,54308,50228,34127,48379,10660,4112,0
14248,30646,2279,15043,16207,19829,16414,12836,1
20043,50992,63693,35506,46726,19842,35195,29311,0
15338,21608,5101,15194,10247,28466,28546,10423,1
58151,20827,4860,61872,61915,41195,45692,58188,0
18768,30934,46440,53864,64568,43710,12678,26368,1
5319,18271,13716,27280,8531,11727,21400,24324,0
16965,30175,60341,10469,43504,23866,14234,50000,1
10851,19573,1852,58831,11615,43450,26134,58099,0
53411,41913,330,1152,53737,42809,29466,1482,1
8042,30688,13372,53384,11094,42856,26762,58548,0
6329,1426,49873,47443,55912,48321,7467,31618,1
11018,35840,3837,32043,9719,61739,42762,29654,0
2008,61156,1570,17199,506,44491,59708,17677,1
26829,55990,33549,50701,60352,7355,45691,17664,0
20805,9923,33385,12281,54060,2362,30598,44432,1
49977,57670,24540,30970,40165,39356,8831,10022,0
59966,992,11638,24949,51016,25237,59870,19459,1
54771,65393,63807,9582,11468,55839,10882,56401,0
19356,13303,6025,55834,23573,59885,30827,52627,1
1577,52333,65051,22466,63538,39855,51780,43481,0
17807,33632,30100,13977,12315,46585,50927,17165,1
49389,64049,2937,54342,52116,11895,15068,57151,0
15279,16124,44485,57820,38506,57120,1363,19481,1
58123,49002,47763,10554,22936,38480,23649,37801,0
59171,32140,4720,38844,62803,59952,39599,34252,1
16083,9190,35119,48167,47100,40897,7477,13576,0
3399,26925,7551,24115,4152,14110,25706,17228,1
57148,60848,55009,41419,2525,19579,12940,30506,0
34880,47795,15658,20073,46442,62682,13043,29507,1
2086,41543,30270,11328,32280,36359,43617,23166,0
27395,26883,35729,43466,57490,49353,512,8795,1
42731,57683,59983,2194,19620,59841,18360,58077,0
5457,1289,23178,61361,20443,60088,4184,46395,1
46245,11648,32594,1366,52215,10454,39205,31236,0
21153,54862,18401,33687,5440,21977,34031,50294,1
32192,24200,1294,48028,30926,58644,9032,48786,0
40719,32568,14446,22285,42849,10293,57399,28515,1
13536,25471,33336,62709,46808,38794,22431,30413,0
11018,6492,51531,61002,57921,63254,12886,9985,1
21294,29341,30823,3429,11081,32760,8627,29954,0
22590,10270,62767,11035,44305,773,28704,56884,1
48626,49327,55813,38404,26615,22187,32093,19457,0
12175,14461,17417,25025,27526,22972,6130,9672,1
55017,4613,30822,30124,44687,26537,50412,3530,0
53341,41424,20585,25848,32820,50472,29069,13457,1
13803,23280,13682,60496,153,46752,28443,55586,0
9999,18513,36812,44271,43203,58558,28510,8995,1
8674,57929,28741,17173,20903,41308,50091,13136,0
47084,62136,55702,60284,28282,6596,17748,13034,1
58230,22229,59795,48801,2789,59508,46499,22322,0
18677,42998,15761,49612,30052,26170,61187,64605,1
2289,17148,59639,43532,57350,59632,18957,17147,0
7420,16046,163,21419,7263,27909,8786,21256,1
35889,49732,45080,56665,15401,7965,20085,27969,0
26294,19557,57474,30922,34356,13487,10963,38984,1
47640,6743,16416,11145,64056,12766,41039,27561,0
29227,15271,690,27290,28825,20797,18828,26664,1
38757,44270,52084,57632,23569,19918,15243,10836,0
31449,38400,7546,64216,26531,27864,60633,59298,1
36645,4438,15515,15005,46014,11211,40563,1542,0
27423,63446,9169,50726,18638,12784,40137,58871,1
29652,44589,3154,38680,32646,14645,56825,39754,0
41847,18908,63279,48227,21592,62911,60075,19276,1
50595,53768,49234,44852,1521,32060,6059,28518,0
18614,26789,300,37788,18842,64313,8211,37552,1
9259,10228,53971,52581,63224,60049,991,8118,0
28679,14330,60204,1110,39723,13228,18429,61306,1
27027,48719,4189,55494,31182,26249,55260,51355,0
15765,60451,44490,56265,36959,14314,53686,30211,1
21893,25341,18956,11082,8073,18871,14200,24902,0
56572,52674,31202,45072,42270,32210,4414,51698,1
14158,62629,58316,27717,54402,39136,50155,36745,0
23525,11064,4574,40426,19003,46802,28893,35892,1
14273,10525,21148,63493,25949,53528,7900,43673,0
65462,11114,43134,50875,22472,60881,54492,28357,1
60378,33325,14191,7017,56501,39236,27127,11270,0
35141,8204,40195,53555,5190,61759,43337,19504,1
59537,65197,38054,52821,31799,12536,5692,23283,0
13561,53077,4177,9782,9384,59747,64428,13927,1
29237,43744,26624,15351,6709,37143,55509,21495,0
38992,24253,41569,6293,14897,17960,50925,47860,1
16957,49423,21839,22743,6002,39384,33586,3480,0
44302,28020,10331,19900,34133,8392,49274,26087,1
50048,44847,16244,3773,64756,41362,27823,12745,0
59990,55615,33882,58519,28172,15784,13161,24781,1
52679,8145,593,12687,53142,11870,53782,13278,0
38233,55981,26260,2706,62413,53311,20468,27654,1
40101,26749,42133,23274,14384,12951,62680,65151,0
47819,26853,56150,30185,24989,7436,53806,44735,1
63092,16787,24596,10326,38496,27077,47079,18498,0
64290,17227,25058,59011,39616,42440,47209,34657,1
41570,29465,52578,49476,28416,45661,53627,3110,0
36371,39812,48269,49824,12958,22820,5527,32301,1
13406,784,3043,16499,16317,17251,14158,19344,0
17190,64806,36235,51183,52909,15049,48640,19044,1
14145,38401,21354,53266,25643,17939,41280,33656,0
7618,61184,19966,2557,20540,59133,62146,17411,1
47287,56024,5384,22304,44479,36344,25199,16936,0
63686,21857,25566,35362,39704,57155,44455,59900,1
20615,48680,54240,49425,33639,32569,61103,4849,0
36097,16113,48231,28200,12646,20697,46064,53839,1
58733,20375,22008,51350,45205,34561,43770,40302,0
42387,35410,33454,5423,10045,40829,12225,38785,1
48803,40949,44418,49003,4897,8350,8534,4841,0
22637,16832,64723,2102,42174,18934,6573,62693,1
9900,61633,13634,22569,5102,43240,54893,28011,0
54956,12678,31143,28917,44811,16755,59178,2386,1
21543,8206,26943,49681,15640,57887,29737,43822,0
3628,46211,26729,63594,26181,19689,47791,36867,1
39058,11458,47816,31880,8794,20554,46160,50752,0
32745,31494,23695,17107,9062,14805,1263,7772,1
61480,59308,40037,26746,27725,36822,6020,62495,0
5027,4321,47766,15325,43317,11068,834,33099,1
47163,52105,32686,61765,51093,15052,29618,36587,0
44794,24841,42185,26130,2611,1819,53235,49883,1
50823,37337,44942,43573,26889,15340,22366,1467,0
6803,55201,63317,18447,60870,40878,52530,48986,1
10767,17884,20759,56983,31512,39755,28627,36736,0
56983,13783,6512,9825,51175,5046,60224,16145,1
14546,8771,49875,1139,64001,9776,6801,50848,0
60887,25939,61041,3509,934,26854,34948,58308,1
11490,9832,11256,29001,1818,22305,2698,23217,0
16171,23991,50612,26534,64159,14865,25244,41490,1
9779,9315,62621,4895,53934,14204,592,59266,0
27674,47284,12755,5191,24009,44275,54446,9620,1
34877,11084,34992,36198,141,42538,41841,1494,0
38631,8642,49389,30836,22026,22966,46885,47257,1
42885,47160,14055,9839,37218,40535,8125,4232,0
22517,39140,34508,6428,53561,33272,53009,40912,1
3219,15660,17007,41908,20220,40600,12735,57819,0
49338,32998,42137,737,25635,33287,16476,42616,1
46461,22832,46809,25544,932,15096,60493,54545,0
60310,22286,56792,13833,13902,24839,48280,60369,1
7693,3555,17422,4335,23043,7436,5102,21729,0
61275,35833,58208,45832,3131,14577,25762,20584,1
52096,2477,22794,9728,37514,12205,49709,32522,0
54225,20138,42157,15342,30588,30020,40315,40771,1
61007,58511,34146,20277,27437,43962,2752,51799,0
53818,33586,56055,17353,2253,49403,20744,39230,1
60360,6438,7564,24838,63044,30752,62190,31882,0
20407,9694,27712,62920,9207,53270,27241,39304,1
57864,63733,33730,12769,25034,51476,6909,45603,0
29501,43818,10709,12443,23272,39857,55319,6478,1
17831,58874,44755,240,60276,58634,41053,44579,0
49840,59650,40352,35505,24336,25523,11186,5905,1
16122,15216,42660,222,39006,15278,1418,42618,0
6587,45193,33315,7813,39832,44556,43314,40102,1
45531,14484,39532,28922,11191,18542,35151,60054,0
28465,5441,29785,19685,7016,22948,31344,14524,1
18845,42665,33853,61384,52640,18785,61236,27637,0
7835,52100,56401,54982,49866,7490,54559,2711,1
32391,27665,24450,38456,8453,64041,4758,51642,0
4143,3157,58867,35959,62940,32802,7290,27012,1
35,63997,62543,25348,62572,39673,63966,38731,0
16621,40737,40500,20171,57049,53738,57292,53503,1
1957,60158,32198,58902,31331,3304,60763,39888,0
2197,64855,29624,9750,31533,56129,62914,21934,1
4157,55144,35620,53968,39705,1464,51029,23028,0
7322,35376,10928,3187,13866,34371,38570,9923,1
22484,51673,30521,32564,8429,46829,40461,2061,0
19078,26569,60126,39864,41048,64625,11599,29030,1
2321,1211,38847,46198,40622,45261,3498,9161,0
21349,14087,11367,47688,32514,36175,25698,38447,1
27737,18870,24395,45419,13074,63709,9711,60960,0
24750,30433,22053,57419,13963,38570,5711,46702,1
44105,43990,16745,52542,60704,26344,1951,35927,0
11482,35107,58235,19350,53153,49845,42489,43245,1
20714,48380,25284,36049,12846,12333,60438,60949,0
36796,5600,24689,45729,61389,42817,39516,53968,1
42965,48592,13461,37627,37696,12075,6661,42606,0
45621,7451,26101,64655,55232,57748,44846,39290,1
25097,17201,10714,30107,19411,13994,8504,23617,0
48612,38735,59718,34300,21666,4787,10923,27834,1
57129,33784,46456,19365,27217,51293,23761,65245,0
30799,3412,2047,18370,32688,19094,29979,16445,1
46955,52652,35910,1636,15149,52168,31431,35362,0
15516,48428,43611,27223,38599,55163,33200,49164,1
23826,17903,5220,60707,18806,43212,6397,63815,0
31587,17212,16200,32555,17451,15383,14431,16483,1
27166,63863,44320,51506,51006,12357,37737,25618,0
18204,11567,3216,21683,19340,31132,27187,22563,1
